id,progeny,family,IA_2012_yield,IA_2013_yield,IL_2012_yield,IL_2013_yield,IN_2012_yield,IN_2013_yield,NE_2012_yield,IA_2012_Yield,IA_2013_Yield,IL_2012_Yield,IL_2013_Yield,IN_2012_Yield,IN_2013_Yield,NE_2012_Yield,IA_2013_Protein,IL_2012_Protein,IL_2013_Protein,IN_2012_Protein,IN_2013_Protein,NE_2012_Protein,NE_2013_Protein,IA_2013_Oil,IL_2012_Oil,IL_2013_Oil,IN_2012_Oil,IN_2013_Oil,NE_2012_Oil,NE_2013_Oil,IA_2013_Fiber,IL_2012_Fiber,IL_2013_Fiber,IN_2012_Fiber,IN_2013_Fiber,NE_2012_Fiber,NE_2013_Fiber,IA_2013_seedWT,IL_2012_seedWT,IL_2013_seedWT,IN_2012_seedWT,IN_2013_seedWT,NE_2012_seedWT,NE_2013_seedWT,mean_Yield,mean_Protein,mean_Oil,mean_Fiber,mean_seedWT
238,DS11.24005,IA3023xLG03.2979,3137,3056,3403,3914,4110,4595,3317,3137.3,3056.2,3402.9,3914,4110.4,4594.6,3317.3,31.2,32.91,32.88,34.54,32.45,35.3,37.38,19.39,20.52,21.46,19.71,21.04,18.5,19.02,5.1,4.72,4.78,4.72,4.8,4.8,4.52,12.1,15.81,13.5,14.34,14.1,13.6,11.5,3647.528571,33.80857143,19.94857143,4.777142857,13.56428571
239,DS11.24008,IA3023xLG03.2979,3379,2713,2670,3389,5121,5799,4356,3379.4,2713.3,2669.8,3389.4,5121.3,5799,4356.4,33.29,31.84,33.42,35.6,35.78,33.9,35.07,19.4,20.49,20.58,18.26,18.53,19.6,19.01,4.91,4.82,4.78,4.75,4.77,4.8,4.72,14.8,13.91,13.4,14.67,15.2,13,12.4,3918.371429,34.12857143,19.41,4.792857143,13.91142857
240,DS11.24009,IA3023xLG03.2979,3055,2237,3510,3780,4843,5380,4573,3055.3,2237.3,3510.5,3779.5,4843.4,5379.7,4573.2,31.92,31.33,30.82,33.99,32.4,33.9,34.23,19.85,20.63,21.95,19.44,20.6,18.9,20.04,4.92,4.85,4.9,4.8,4.82,4.9,4.73,15.9,14.71,13.7,14.88,14,13.5,11,3911.271429,32.65571429,20.20142857,4.845714286,13.95571429
241,DS11.24010,IA3023xLG03.2979,3179,2643,3174,3403,4859,4907,4459,3179,2643.1,3174.2,3402.9,4858.9,4907.2,4459.2,33.9,31.75,31.75,34.54,32.45,34.2,36,18.48,20.64,20.97,19.58,20.66,19,19.22,4.89,4.84,4.89,4.75,4.81,4.8,4.62,14.4,16.95,13.2,16.53,14.9,14.2,12.8,3803.5,33.51285714,19.79285714,4.8,14.71142857
242,DS11.24011,IA3023xLG03.2979,3339,2684,2952,3060,5187,5348,3641,3339.1,2684.2,2952.3,3059.9,5187.3,5348.3,3640.7,34.72,32.1,32.78,36.05,33.36,34,35.3,19.07,21.3,21.93,18.97,20.39,19.6,19.69,4.87,4.73,4.74,4.64,4.77,4.8,4.69,15.5,16.92,15.9,16.29,17.5,16.5,13.3,3744.542857,34.04428571,20.13571429,4.748571429,15.98714286
243,DS11.24012,IA3023xLG03.2979,2704,2553,2966,3013,3680,5803,3172,2703.5,2552.7,2965.7,3012.8,3679.9,5802.9,3172.4,31.79,31.54,32.52,35.42,35.15,36,36.14,19.45,20.56,21.51,18.47,19.47,18.1,18.84,5.07,4.83,4.85,4.75,4.68,4.7,4.61,13.8,14.03,11.1,12.43,13,12,10.3,3412.842857,34.08,19.48571429,4.784285714,12.38
244,DS11.24013,IA3023xLG03.2979,3088,2660,3517,3242,4265,5811,6092,3087.8,2659.8,3517.2,3241.5,4265.3,5811.3,6092,32.07,32.65,32.88,36.56,34.14,34.3,35.47,19.23,20.21,20.47,18.17,19.65,19,18.87,5.06,4.79,4.86,4.67,4.77,4.8,4.68,13.9,16.27,12.4,13.99,14.8,14.9,11.4,4096.414286,34.01,19.37142857,4.804285714,13.95142857
245,DS11.24014,IA3023xLG03.2979,2304,2642,3504,3356,4294,6188,4537,2303.9,2641.9,3503.7,3355.8,4293.8,6188.1,4537,30.35,30.67,31.27,34.18,31.61,34,37.34,20.22,21.29,22.14,19.3,20.68,19.7,18.43,5.17,4.84,4.87,4.8,4.93,4.8,4.54,15.6,17.99,14.7,15.06,16.5,15,11.3,3832.028571,32.77428571,20.25142857,4.85,15.16428571
246,DS11.24015,IA3023xLG03.2979,3208,3532,3450,3194,5045,4916,4673,3208.3,3532.1,3449.9,3194.4,5045.1,4915.7,4673.2,31.87,30.98,31.11,33.98,32.32,32.8,34.92,19.78,20.64,20.57,19.04,20.6,19.4,19.39,4.95,4.91,4.99,4.83,4.83,4.9,4.74,14.1,16.52,13.6,16.74,15.6,15.8,13.1,4002.671429,32.56857143,19.91714286,4.878571429,15.06571429
247,DS11.24016,IA3023xLG03.2979,3112,2834,3430,2972,4504,4894,3703,3111.8,2834.2,3429.8,2972.5,4503.8,4893.5,3703,32.35,32.76,33.19,34.92,34.18,36.7,36.62,19.48,19.52,20.85,18.24,18.89,17.5,18.45,4.93,4.88,4.81,4.84,4.82,4.7,4.59,14.9,14.43,11.6,12.7,12.3,12.5,9.1,3635.514286,34.38857143,18.99,4.795714286,12.50428571
248,DS11.24017,IA3023xLG03.2979,3728,2999,3208,3995,4528,5710,4892,3727.5,2998.9,3207.8,3994.7,4527.6,5710.1,4891.8,31.95,33.39,31.58,36.07,34.15,35.1,34.59,19.18,19.73,20.94,18.55,19.84,18.6,19.28,4.99,4.8,4.91,4.69,4.71,4.8,4.78,15.2,16.27,13.8,15,15,15.9,11.8,4151.2,33.83285714,19.44571429,4.811428571,14.71
249,DS11.24018,IA3023xLG03.2979,3139,2569,3403,3006,5057,5536,2827,3139.4,2568.8,3402.9,3006.1,5057,5536.1,2827.2,33.57,33.64,33.94,36.3,36.07,34.8,36.7,19.63,20.66,21.16,19.05,19.67,19.4,19.22,4.87,4.66,4.66,4.6,4.52,4.7,4.5,15.7,16.24,13.3,16.29,15.2,16.8,12.8,3648.214286,35.00285714,19.82714286,4.644285714,15.19
250,DS11.24019,IA3023xLG03.2979,3491,2830,2905,3087,5147,6941,5514,3491.1,2829.8,2905.2,3086.8,5147.2,6941.1,5514.3,32.74,32.4,32.94,35.67,34.4,34,34.13,19.66,20.52,21.43,19.03,20.02,19.5,20.47,4.92,4.77,4.74,4.65,4.68,4.8,4.67,16.4,17.93,15,17.51,17.7,16.5,14.7,4273.642857,33.75428571,20.09,4.747142857,16.53428571
251,DS11.24020,IA3023xLG03.2979,3214,2881,2737,3887,4230,4713,5128,3213.8,2881.3,2737.1,3887.1,4230.3,4712.9,5127.9,30.75,33.41,32.3,35.6,34.24,34.4,35.61,19.49,20.59,21.35,19.52,20.74,19.2,20.24,5.1,4.71,4.86,4.65,4.6,4.8,4.52,13.2,17.59,15.6,17.54,16.9,17,14.2,3827.2,33.75857143,20.16142857,4.748571429,16.00428571
252,DS11.24022,IA3023xLG03.2979,2918,2909,3275,3369,4002,5756,2308,2917.8,2909.2,3275.1,3369.2,4001.9,5756,2307.8,32.82,33.33,33.06,35.31,34.11,35.3,36.5,18.86,20.15,21.39,19.04,19.68,18.5,19,4.99,4.73,4.77,4.69,4.75,4.8,4.56,14.4,15.05,14.1,13.66,16.4,15,11.5,3505.285714,34.34714286,19.51714286,4.755714286,14.30142857
253,DS11.24023,IA3023xLG03.2979,3398,2907,3632,3329,5022,5342,4266,3397.9,2907.1,3631.5,3328.9,5021.9,5341.7,4266.4,32.93,34.03,33.59,35.62,35.23,35.2,36.62,18.97,19.66,20.51,18.84,19.96,18.7,18.68,4.92,4.72,4.78,4.7,4.63,4.8,4.62,13.6,15.6,13.6,14.11,14,12.4,10.1,3985.057143,34.74571429,19.33142857,4.738571429,13.34428571
254,DS11.24024,IA3023xLG03.2979,3288,3148,3255,3235,5396,5797,4906,3288.5,3148.5,3254.9,3234.7,5395.7,5797.2,4906.3,31.89,31.74,33.25,34.38,33.34,34.8,35.72,19.69,20.9,20.74,18.96,20.05,18.8,19.77,5.02,4.77,4.78,4.78,4.76,4.8,4.56,15.4,17.2,13.2,15.66,16.4,16.6,13.7,4146.542857,33.58857143,19.84428571,4.781428571,15.45142857
255,DS11.24025,IA3023xLG03.2979,2255,2464,2777,3484,4195,6086,4767,2254.7,2464.5,2777.4,3483.6,4194.9,6085.8,4766.9,31.18,32.28,32.98,35.74,33.18,34,34.29,18.97,19.44,20.32,17.86,19.32,18.5,19.12,5.17,4.93,4.86,4.79,4.89,4.9,4.78,15.3,17.2,13.3,14.4,16.2,15.1,12.4,3718.257143,33.37857143,19.07571429,4.902857143,14.84285714
256,DS11.24026,IA3023xLG03.2979,3012,2832,3652,3591,4865,4545,4380,3011.5,2832.1,3651.7,3591.2,4864.6,4544.7,4380,31.63,31.92,31.2,33.98,33.59,33.4,35.91,19.43,20.49,21.45,19.32,20.43,19.5,19.64,5.04,4.81,4.95,4.86,4.8,4.8,4.59,13.6,15.29,12.6,14.91,14.6,14.8,12.8,3839.4,33.09,20.03714286,4.835714286,14.08571429
257,DS11.24027,IA3023xLG03.2979,2971,2684,3611,2925,4847,4984,5153,2971.1,2683.5,3611.3,2925.4,4847,4983.8,5153,33.27,33.05,33.74,36.48,34.72,36.1,36.94,19.66,20.2,20.77,18.7,20.48,18.4,18.98,4.85,4.76,4.75,4.64,4.57,4.7,4.51,13.3,14.19,10.7,13.12,13.7,12.5,10.5,3882.157143,34.9,19.59857143,4.682857143,12.57285714
258,DS11.24028,IA3023xLG03.2979,3290,2574,2549,3013,5169,5765,4750,3289.8,2574.1,2548.8,3012.8,5168.7,5765.1,4750.5,31.64,31.66,32.83,33.2,34.81,33.8,36.49,20.59,21.44,21.75,19.79,19.84,19.3,19,4.96,4.75,4.71,4.8,4.65,4.8,4.56,14.9,14.71,13.2,15.36,15,14.8,11.8,3872.828571,33.49,20.24428571,4.747142857,14.25285714
259,DS11.24030,IA3023xLG03.2979,3201,2894,4048,3336,5034,5013,5098,3200.9,2894.3,4048.5,3335.6,5033.6,5012.7,5098.4,30.72,30.46,29.86,32.3,31.8,32.4,34.3,20.67,21.63,22.64,20.95,21.63,20.5,20.56,5,4.79,4.95,4.76,4.79,4.8,4.66,14.8,15.35,12.7,14.55,14.7,13.9,11.5,4089.142857,31.69142857,21.22571429,4.821428571,13.92857143
260,DS11.24032,IA3023xLG03.2979,3263,2745,2865,3288,6889,4861,4680,3263,2745.4,2864.9,3288.5,6889.2,4861.2,4679.9,34.33,32.24,32.28,33.75,34.52,35.8,36.6,19.22,20.62,21.28,19.83,20.22,18.6,19.25,4.86,4.8,4.85,4.8,4.66,4.7,4.58,15.7,16.64,14.6,15.15,16.1,16.3,13.1,4084.585714,34.21714286,19.86,4.75,15.37
261,DS11.24033,IA3023xLG03.2979,3219,2435,3840,3786,5012,4438,4486,3219.2,2435.1,3840,3786.2,5011.8,4437.7,4486,33.05,31.25,32.76,33.34,30.07,33.1,36.06,19.26,21.14,21.27,20.11,22.24,19.5,19.41,4.9,4.8,4.79,4.81,4.9,4.8,4.56,13.7,16.37,12.4,14.29,13.6,13.5,10.6,3888,32.80428571,20.41857143,4.794285714,13.49428571
262,DS11.24034,IA3023xLG03.2979,2560,2884,2925,3221,4112,3417,3959,2560.5,2884.5,2925.4,3221.3,4112.1,3417.1,3959.2,34.39,35.12,33.58,36.98,35.2,36.3,38.26,18.25,19.05,20.17,18.24,19.73,18.2,17.97,4.85,4.67,4.83,4.63,4.62,4.7,4.57,16.3,16.3,13.9,14.79,15.4,14.7,11.8,3297.157143,35.69,18.80142857,4.695714286,14.74142857
263,DS11.24036,IA3023xLG03.2979,2563,2312,2172,2791,4917,5381,2447,2563.4,2311.7,2172.2,2790.9,4917.4,5380.7,2447.4,32.85,32.43,33.35,33.64,34.09,35,36.45,19.48,20.58,20.93,19.51,19.5,19,18.98,4.92,4.8,4.75,4.77,4.75,4.7,4.57,14.6,13.66,13.3,13.63,15.3,15.6,11.9,3226.242857,33.97285714,19.71142857,4.751428571,13.99857143
264,DS11.24037,IA3023xLG03.2979,2136,2344,3652,3188,4228,4951,5202,2136.3,2344,3651.7,3187.7,4227.5,4951.3,5202.4,32.11,33.12,31.96,35.28,33.12,34,35.52,19.88,20.25,20.9,19.25,20.2,19.2,19.75,4.96,4.75,4.98,4.71,4.84,4.8,4.67,13.6,15.45,11.2,13.57,13.8,14.1,12.6,3671.557143,33.58714286,19.91857143,4.815714286,13.47428571
265,DS11.24038,IA3023xLG03.2979,3155,2851,2744,3174,4247,5823,5876,3154.9,2851.3,2743.8,3174.2,4247.2,5822.8,5876.5,33.14,32.2,32.65,34.2,33.85,34.2,35.91,18.73,20.45,20.46,19.58,19.49,18.8,19.19,4.99,4.77,4.89,4.78,4.79,4.8,4.59,13.7,14.22,13.4,15.54,15.8,15.4,13.7,3981.528571,33.73571429,19.52857143,4.801428571,14.53714286
266,DS11.24039,IA3023xLG03.2979,2996,2881,2730,3040,4257,4983,5508,2995.8,2881.4,2730.4,3039.7,4256.8,4983.4,5507.5,31.19,30.51,32.35,33.38,33,32.7,35.08,20.06,21.51,21.24,19.52,20.23,19.4,19.39,5.07,4.83,4.83,4.86,4.83,4.9,4.67,14.2,15.66,13.1,15.69,14.6,15.6,11.8,3770.714286,32.60142857,20.19285714,4.855714286,14.37857143
267,DS11.24040,IA3023xLG03.2979,3044,2620,3342,3900,4182,4780,3994,3044.3,2620.4,3342.3,3900.5,4181.5,4780.2,3993.6,32.28,30.56,30.32,30.89,31.75,32.5,34.42,20.26,21.19,22.1,21.19,21.07,19.9,20.32,4.87,4.79,4.97,4.89,4.89,4.8,4.7,12.8,17.07,14.5,16.94,16.2,15.1,13.1,3694.685714,31.81714286,20.86142857,4.844285714,15.10142857
268,DS11.24041,IA3023xLG03.2979,3227,2915,3786,3477,4859,4273,3460,3226.6,2915.4,3786.2,3476.8,4859.1,4273,3460.2,32.4,31.64,31.87,34.5,31.23,34.5,36.71,19.61,20.28,20.89,19.33,20.88,18.4,18.58,4.95,4.87,4.91,4.76,4.94,4.8,4.61,15.2,13.76,10.9,14.64,12.5,13.1,10.8,3713.9,33.26428571,19.71,4.834285714,12.98571429
269,DS11.24042,IA3023xLG03.2979,2476,2655,3658,2670,4511,3351,3225,2475.9,2654.8,3658.4,2669.8,4510.9,3350.9,3225,30.87,31.2,30.15,34.06,28.85,33.5,34.73,19.83,20.82,22.03,19.51,21.83,19.3,19.6,5.12,4.86,4.97,4.79,5.11,4.9,4.72,13.7,16.7,12.3,16.26,13.9,14.6,12.5,3220.814286,31.90857143,20.41714286,4.924285714,14.28
270,DS11.24043,IA3023xLG03.2979,2528,2556,3490,3699,3241,4526,4877,2527.8,2555.8,3490.3,3698.8,3240.7,4526.5,4877.3,31.4,32.34,31.96,33.86,32.74,33.9,35.98,19.49,20.19,21.16,19.64,20.76,19.3,19.67,5.01,4.83,4.86,4.83,4.8,4.8,4.54,13.5,15.08,13,13.18,14.4,15,11.8,3559.6,33.16857143,20.03,4.81,13.70857143
271,DS11.24044,IA3023xLG03.2979,3095,2638,3584,3295,4637,5704,5382,3094.9,2638.4,3584.4,3295.3,4636.9,5703.5,5381.9,31.34,32.33,32.12,34.58,34.21,33.6,35.88,19.62,20.67,21.8,19.58,20.08,19.5,20.02,5.03,4.76,4.82,4.72,4.69,4.8,4.65,13.9,17.35,14.5,16.71,16.9,16.9,13.9,4047.9,33.43714286,20.18142857,4.781428571,15.73714286
272,DS11.24045,IA3023xLG03.2979,2839,2817,3611,3161,4025,4557,4182,2839,2816.9,3611.3,3160.8,4024.8,4557.2,4181.5,31.72,31.65,32.24,33.43,30.7,33.6,35.69,19.13,21.16,21.7,20.12,22.28,19.9,20.03,5,4.76,4.79,4.8,4.82,4.8,4.56,15.5,16.73,12.8,15.12,13.8,14.6,11.9,3598.785714,32.71857143,20.61714286,4.79,14.35
273,DS11.24046,IA3023xLG03.2979,3006,2424,3719,3470,4907,4790,5303,3006.1,2424.2,3718.9,3470.1,4906.6,4789.5,5302.6,31.22,30.45,31.31,33.69,32.58,34.4,36.7,20.23,21.82,22.35,20.42,22.02,19.9,19.65,5.02,4.79,4.85,4.71,4.66,4.7,4.49,14.2,14.22,12,13.96,14.2,14.7,11.4,3945.428571,32.90714286,20.91285714,4.745714286,13.52571429
274,DS11.24048,IA3023xLG03.2979,2504,2214,3679,3598,4041,5592,4546,2504.3,2213.8,3678.6,3597.9,4041.4,5592.1,4546.1,31.24,31.06,31.86,32.41,33.59,34,35.02,18.99,19.98,20.48,19.25,19.2,18.5,19.13,5.16,4.96,4.95,5,4.85,4.9,4.72,15.2,16.4,13.5,14.29,16.4,15.3,12.6,3739.171429,32.74,19.36142857,4.934285714,14.81285714
275,DS11.24049,IA3023xLG03.2979,2481,3010,3719,3201,4435,5633,4732,2481.4,3009.6,3718.9,3201.1,4434.6,5632.9,4732.5,32.38,31.8,31.15,34.07,33.75,33.8,35.87,19.5,20.63,22.25,19.72,20.77,20,19.86,5.01,4.79,4.87,4.76,4.66,4.7,4.55,13.4,18.52,13.6,17.39,17.9,15.7,13,3887.285714,33.26,20.39,4.762857143,15.64428571
276,DS11.24050,IA3023xLG03.2979,3689,2414,3423,3362,3598,3684,5254,3689.3,2413.6,3423,3362.5,3597.5,3684,5254,31.12,32.18,33.15,33.73,32.49,34.6,35.96,20.2,20.47,20.25,19.23,20.66,18.9,19.23,4.99,4.77,4.87,4.86,4.83,4.8,4.61,13.1,15.02,12.7,13.6,13.2,13.9,12.1,3631.985714,33.31857143,19.84857143,4.818571429,13.37428571
277,DS11.24051,IA3023xLG03.2979,3015,2719,2925,2872,4086,4528,4608,3014.9,2719.3,2925.4,2871.6,4086.3,4527.5,4607.8,33.42,32.19,31.53,34.27,32.58,34.2,36.44,18.89,19.54,19.74,19.19,19.21,18.4,17.79,5,4.92,5.08,4.81,4.98,4.9,4.72,12,13.05,10.2,12.58,12.3,12.6,10.5,3536.114286,33.51857143,18.96571429,4.915714286,11.89
278,DS11.24052,IA3023xLG03.2979,3145,2294,3053,3329,3644,5220,3739,3144.7,2293.6,3053.2,3328.9,3643.8,5219.8,3739.1,33.32,33.37,32.61,33.79,34.91,34.3,36.12,19.69,20.75,21.45,20.44,20.18,19.8,19.88,4.82,4.66,4.81,4.72,4.61,4.7,4.56,17.1,19.34,17.5,16.97,19,17.2,15.9,3489.014286,34.06,20.31285714,4.697142857,17.57285714
279,DS11.24054,IA3023xLG03.2979,3347,2776,3147,3282,4574,5508,4407,3346.8,2776.1,3147.3,3281.8,4573.7,5507.9,4406.7,32.01,32.39,31.81,34.56,33.34,33.9,34.41,19.72,20.51,21.5,19.5,20.37,19.7,20.16,4.95,4.78,4.88,4.74,4.78,4.8,4.66,15.8,16.89,14.4,15.84,16,16.6,13.4,3862.9,33.20285714,20.20857143,4.798571429,15.56142857
280,DS11.24055,IA3023xLG03.2979,2798,2734,3968,3430,4398,4514,5807,2798.4,2733.9,3967.8,3429.8,4397.7,4513.7,5807.2,31.69,32.22,30.54,33.83,31.96,33.7,34.05,19.92,20.27,21.74,19.9,21.17,19.3,20.24,4.98,4.82,4.94,4.78,4.83,4.8,4.72,13.5,16.06,11.1,13.93,12.6,13.8,10.7,3949.785714,32.57,20.36285714,4.838571429,13.09857143
281,DS11.24056,IA3023xLG03.2979,3722,2644,3356,3215,4414,5908,4536,3722.3,2643.7,3355.8,3214.6,4413.9,5908.5,4536.5,33.54,33.33,34.79,36.27,35.16,35.3,35.79,19,19.95,20.13,18.45,19.13,18.5,19.01,4.9,4.77,4.72,4.69,4.74,4.8,4.71,16.2,16.34,15.1,16.35,16.7,17.5,13.1,3970.757143,34.88285714,19.16714286,4.761428571,15.89857143
282,DS11.24057,IA3023xLG03.2979,3055,2612,3900,3342,3729,4985,5805,3055.3,2611.6,3900.5,3342.3,3728.6,4985.4,5805.3,31.82,33.03,31.77,35.66,33.89,34,35.95,20.27,20.42,21.98,19.51,21.18,20.1,20.16,4.93,4.7,4.83,4.65,4.61,4.7,4.5,15.4,15.11,12.5,13.81,15,14.6,12.4,3918.428571,33.73142857,20.51714286,4.702857143,14.11714286
283,DS11.24059,IA3023xLG03.2979,2691,2725,2677,2925,4204,5544,5664,2691,2724.7,2676.6,2925.4,4204.1,5544.2,5664.5,31.66,32.45,32.88,35.48,33.31,34.7,35.76,19.62,20.08,20.55,18.45,19.76,18.6,18.35,5.07,4.83,4.85,4.74,4.83,4.8,4.72,16.5,13.57,9.9,13.06,11.5,12.9,9.5,3775.785714,33.74857143,19.34428571,4.834285714,12.41857143
284,DS11.24060,IA3023xLG03.2979,3392,2811,3847,3914,5163,4641,5186,3392.4,2810.8,3846.7,3914,5163.2,4640.9,5186.2,31.32,32.17,32.18,34.72,32.4,32.3,34.68,20.29,20.92,22.01,19.96,21.14,20.1,20.63,4.99,4.73,4.84,4.66,4.81,4.9,4.65,15.8,19.62,14.5,17,15.5,14.3,12.9,4136.314286,32.82428571,20.72142857,4.797142857,15.66
285,DS11.24061,IA3023xLG03.2979,2942,2481,2925,3221,4087,5353,3020,2942,2480.6,2925.4,3221.3,4086.9,5353.4,3019.5,32.53,31.07,32.3,36.51,34.14,35.5,36.18,20.19,21.44,21.78,19.19,20.45,19.3,20.24,4.88,4.79,4.81,4.57,4.67,4.6,4.46,15.4,14.19,13.2,14.23,16.3,15.2,12.7,3432.728571,34.03285714,20.37,4.682857143,14.46
286,DS11.24062,IA3023xLG03.2979,2968,2934,4082,3510,5024,2793,5201,2967.8,2933.9,4082.1,3510.5,5023.7,2792.6,5200.7,33.47,33.47,31.45,35.68,33.67,34.4,35.82,19.44,20.25,21.68,19.49,20.78,19.6,19.92,4.88,4.72,4.93,4.64,4.69,4.8,4.55,13,17.16,11.2,14.37,14.7,12.8,11.1,3787.328571,33.99428571,20.16571429,4.744285714,13.47571429
287,DS11.24063,IA3023xLG03.2979,3268,2537,2838,3080,5675,5186,4690,3268.1,2537,2838,3080.1,5675.4,5186,4689.5,32.06,33.07,34.04,35.92,35.39,35.4,34.91,20.07,19.99,20.65,18.85,19.9,19,20.16,4.95,4.8,4.75,4.67,4.59,4.7,4.67,16.9,15.57,13,16.08,16.2,16.1,13,3896.3,34.39857143,19.80285714,4.732857143,15.26428571
288,DS11.24064,IA3023xLG03.2979,2814,3095,3780,3430,5424,5952,5713,2814.3,3094.8,3779.5,3429.8,5424.1,5952.3,5713,32,32.28,32.69,35.51,34.08,34.5,36.15,19.28,20.39,21.02,18.51,19.34,18.9,19.31,5.01,4.83,4.84,4.77,4.82,4.8,4.57,16,15.14,13.4,13.39,14.4,14.9,12.2,4315.4,33.88714286,19.53571429,4.805714286,14.20428571
289,DS11.24065,IA3023xLG03.2979,3240,2696,2784,3457,4511,6152,6371,3240.3,2695.6,2784.2,3456.7,4511.4,6151.7,6370.9,31.38,31.76,32.4,34.42,33.35,34,34.79,20.03,20.53,21.15,19.17,20.08,19.2,20.08,5.09,4.85,4.87,4.82,4.8,4.8,4.64,13.8,15.02,10.5,12.73,12.8,16,11.3,4172.971429,33.15714286,20.03428571,4.838571429,13.16428571
290,DS11.24066,IA3023xLG03.2979,4034,2696,3914,3369,4792,5302,4575,4033.6,2695.6,3914,3369.2,4792.1,5302,4574.8,32.6,32.92,32.16,34.52,34.52,34.1,35.51,19.44,19.74,21.48,19.15,19.74,19.1,19.46,4.93,4.79,4.88,4.79,4.76,4.8,4.66,15.4,14.98,12.8,14.58,14.6,12.3,11.7,4097.328571,33.76142857,19.73,4.801428571,13.76571429
291,DS11.24067,IA3023xLG03.2979,3527,2898,3954,3423,4845,6129,4430,3526.9,2898.5,3954.3,3423,4844.8,6129.4,4429.8,32.04,34.96,31.65,35.73,34.35,35.4,37.3,19.7,19.47,21.77,18.93,20.57,19.3,19.29,5,4.63,4.91,4.69,4.64,4.7,4.48,13.8,18.55,13.7,16.65,16.9,15.5,12.9,4172.385714,34.49,19.86142857,4.721428571,15.42857143
292,DS11.24068,IA3023xLG03.2979,2934,2406,2932,3248,5560,5856,4765,2933.6,2405.6,2932.1,3248.2,5559.5,5856.3,4764.9,32.03,31.26,32.05,34.14,33.63,35.1,35.09,19.63,20.93,21.67,19.32,20.09,18.5,19.97,5,4.83,4.81,4.78,4.75,4.8,4.61,14.7,14.12,11.3,14.05,14.4,15.4,12.6,3957.171429,33.32857143,20.01571429,4.797142857,13.79571429
293,DS11.24069,IA3023xLG03.2979,3407,2577,3336,3632,4032,4844,4077,3406.8,2576.6,3335.6,3631.5,4032.2,4844.4,4076.8,33.03,32.56,31.57,34.91,32.85,34.7,36.19,19.36,19.6,20.7,18.83,20.15,18.1,17.92,4.92,4.84,5,4.76,4.85,4.9,4.75,14.1,16.24,13.6,16.23,14.9,13.3,10.4,3700.557143,33.68714286,19.23714286,4.86,14.11
294,DS11.24070,IA3023xLG03.2979,3268,2558,3463,3342,5355,6222,3819,3267.7,2558.5,3463.4,3342.3,5354.6,6222.5,3819.1,31.54,33.63,33.86,35.37,34.96,35.7,35.72,20.05,20.23,20.59,19.04,19.41,18.6,19.62,5.01,4.71,4.78,4.68,4.7,4.7,4.59,14.5,16.12,11.8,14.05,13.1,13.9,11.6,4004.014286,34.39714286,19.64857143,4.738571429,13.58142857
295,DS11.24071,IA3023xLG03.2979,2886,2600,3389,3497,4299,4971,5008,2885.8,2600.4,3389.4,3497,4299.2,4970.7,5007.7,33.08,34.08,32.39,37.77,34.68,35,36.16,19.23,19.51,21.2,17.89,19.84,19,19.39,4.92,4.78,4.86,4.6,4.71,4.7,4.59,13.3,15.23,12.6,14.79,14.5,13.4,12.1,3807.171429,34.73714286,19.43714286,4.737142857,13.70285714
296,DS11.24072,IA3023xLG03.2979,2919,2706,3255,3457,4656,4059,2786,2918.6,2706.4,3254.9,3456.7,4656.3,4058.7,2786.3,33.07,33.87,32.24,34.78,33.77,34.9,36.49,18.81,19.8,20.78,19.55,19.85,19,18.93,4.88,4.69,4.94,4.69,4.87,4.7,4.58,14.3,16.55,13.9,14.52,14.4,14.6,12.1,3405.414286,34.16,19.53142857,4.764285714,14.33857143
297,DS11.24073,IA3023xLG03.2979,3554,2755,3087,3181,4821,5892,5616,3554.5,2754.6,3086.8,3180.9,4821,5892,5615.8,32.85,32.81,33.24,36.67,34.83,34.7,34.95,19.16,20.38,20.68,18.51,19.71,19.2,20.38,5.03,4.79,4.87,4.61,4.69,4.7,4.64,14.4,16.06,14.2,15.51,16.5,16.5,13.3,4129.371429,34.29285714,19.71714286,4.761428571,15.21
298,DS11.24074,IA3023xLG03.2979,3710,2686,2556,2878,4887,5549,4924,3710.1,2686.5,2555.5,2878.3,4887.2,5549.2,4923.6,30.64,30.42,32.5,34.99,32.5,34.1,34.9,19.95,21.27,21.32,18.93,20.4,19.5,20.24,5.11,4.87,4.86,4.76,4.89,4.8,4.62,14.9,15.2,11.9,14.94,13.2,14.5,12.8,3884.342857,32.86428571,20.23,4.844285714,13.92
299,DS11.24075,IA3023xLG03.2979,3433,2722,2952,2952,3550,5986,3598,3432.7,2722.4,2952.3,2952.3,3549.9,5985.5,3598.4,31.61,30.8,31.23,34.26,34.04,33.6,35.94,20.25,21.7,22.08,19.82,20.35,19.5,19.22,5.01,4.8,4.91,4.75,4.73,4.8,4.59,15.1,15.88,13.3,14.14,15.8,14.9,16.3,3599.071429,33.06857143,20.41714286,4.798571429,15.06
300,DS11.24076,IA3023xLG03.2979,1918,2231,2898,3228,4690,5928,4508,1918.4,2230.9,2898.5,3228,4689.7,5928.2,4507.9,32.63,32.26,34.62,36.54,37.02,35.3,36.97,19.24,21.33,20.95,18.9,19.93,19.3,19.85,4.96,4.7,4.63,4.57,4.4,4.7,4.44,13.5,14.16,12.6,13.78,16.1,14,11.9,3628.8,35.04857143,19.92857143,4.628571429,13.72
