id,progeny,family,GDDTA_summer,GDDTS_summer,PH_summer,EH_summer,TLN_summer,GDDTA_winter,GDDTS_winter,PH_winter,EH_winter,TLN_winter
418,05CL_3165,B97xKi14,1032.809303,1089.59554,177.4627009,84.22647833,22.69697725,842.7240145,875.2896401,119.4587161,57.66756096,17.72246305
419,05CL_3166,B97xKi14,1027.336632,1071.316552,150.7868589,76.21578576,20.12970256,848.8261862,871.1371621,119.9373273,62.18718879,16.7537026
420,05CL_3167,B97xKi14,1057.133489,1110.1704,147.2634738,60.74234452,21.92533803,840.6284891,898.6312724,106.0215735,38.80746685,16.66924227
421,05CL_3168,B97xKi14,1038.216643,1096.935089,183.5812857,87.89184249,21.42288852,830.9553277,860.0138388,134.5581134,66.96830526,16.78727935
422,05CL_3169,B97xKi14,1087.9689,1129.220703,169.0839477,73.4970148,22.56108489,885.0086871,937.04873,124.3699872,59.14548214,18.48033658
423,05CL_3170,B97xKi14,1032.739019,1095.418681,141.935601,60.79586886,18.73405117,879.0978971,935.8514465,112.694334,56.30649814,16.15393131
424,05CL_3171,B97xKi14,1068.588871,1139.970962,154.3849599,63.8301882,19.2697969,859.086806,923.8179546,109.3296881,44.18213664,15.09671267
425,05CL_3172,B97xKi14,1035.61343,1096.936083,163.5803613,73.58013744,19.6299445,859.4128596,922.9982052,106.5875655,47.8345556,15.58146531
426,05CL_3173,B97xKi14,1047.578798,1079.636272,178.8895431,86.53969344,21.43854059,836.2400759,846.5443668,129.2732332,68.98960617,17.06354325
427,05CL_3174,B97xKi14,1020.312628,1088.047342,148.0240973,68.63407243,21.54261184,848.122207,873.2004357,115.477888,54.19860892,17.52646522
428,05CL_3175,B97xKi14,1025.976026,1072.056101,155.0169027,78.36793359,22.45041638,863.654719,906.6905403,115.5976686,59.05647675,17.69148488
429,05CL_3177,B97xKi14,1015.882418,1114.902391,157.7744753,67.13881367,20.12305936,842.262821,915.8989359,119.6644518,53.65146403,16.64936295
430,05CL_3178,B97xKi14,1075.076279,1150.831283,166.2239014,72.93532629,20.54648995,877.9358103,938.4068005,118.2951164,63.05533041,17.41109541
431,05CL_3180,B97xKi14,1042.989309,1084.033242,165.7828018,73.07379377,19.82098779,853.895119,870.0212391,122.1506856,56.44634374,16.91140989
432,05CL_3181,B97xKi14,1034.054239,1060.758309,167.997465,72.00860357,19.35043029,837.5125277,861.5450334,132.0352072,63.53163803,16.61174905
433,05CL_3182,B97xKi14,1026.681154,1060.044389,154.7593982,64.27766198,19.56268415,848.4799944,873.58043,104.3086721,45.58101449,15.92644202
434,05CL_3183,B97xKi14,1033.68558,1055.430234,184.3338636,85.78117762,21.85137534,859.5426599,884.0819077,126.7842833,61.86099838,17.25067201
435,05CL_3184,B97xKi14,1010.784708,1064.848206,164.6134595,77.49107697,20.37654005,858.0114016,906.987009,121.0906111,57.51592878,16.55999689
436,05CL_3185,B97xKi14,1046.46701,1076.414747,156.7449106,67.78772736,20.82539445,882.68444,917.3143335,109.398698,49.5201836,17.39980526
437,05CL_3186,B97xKi14,1069.924778,1136.150101,182.9999686,79.88993041,20.61514879,837.3685979,879.108139,118.4103312,51.653052,16.17006067
438,05CL_3188,B97xKi14,1071.607696,1150.302136,172.2095577,71.75529473,20.22860262,870.9403865,913.1043393,120.6075573,53.05896034,17.54202343
439,05CL_3189,B97xKi14,1082.984336,1155.565022,176.4856257,81.48281258,21.93713137,884.7594785,940.1129962,112.9310967,53.92399551,16.87005947
440,05CL_3190,B97xKi14,1130.781674,1187.315997,182.5667992,96.61204675,20.55495189,889.7755304,923.8239899,121.036106,70.4376246,16.2180649
441,05CL_3192,B97xKi14,1060.671068,1109.137739,126.5177098,62.67337339,20.8036188,886.3283481,925.8001389,99.82666062,56.97199774,17.54411993
442,05CL_3193,B97xKi14,1066.751493,1121.944059,164.5186922,65.64268523,20.60247555,883.5136158,950.2814884,104.6823469,56.58913915,16.66615475
443,05CL_3194,B97xKi14,1147.359103,1286.190714,165.8819495,83.75640232,22.47628822,882.1604063,904.451188,114.142089,59.75378089,17.32166127
444,05CL_3195,B97xKi14,1055.548,1126.38575,138.3311851,58.89252918,19.87691341,895.9366863,954.1451798,102.1082393,49.62625005,16.81396488
445,05CL_3196,B97xKi14,1122.624418,1187.50009,205.4323273,107.9478694,22.24717461,896.7515066,930.0072529,127.9863701,71.37068549,17.52799785
446,05CL_3197,B97xKi14,1124.287389,1182.137814,147.2539269,57.59279154,22.53371634,891.3601873,951.5144358,94.02577035,45.71873847,17.71616448
447,05CL_3198,B97xKi14,1168.651621,1236.474165,179.7726453,81.63554304,22.0624758,956.2781872,1011.999894,113.0382337,52.26756137,16.91873541
448,05CL_3199,B97xKi14,1036.501039,1103.310573,155.106973,76.48525141,21.09529697,855.0500049,878.6229455,112.531359,51.6822124,16.45105371
449,05CL_3200,B97xKi14,1065.782096,1155.068779,172.9311921,87.91006041,21.48089818,874.4337592,928.0565359,124.6163469,63.22609739,16.50818148
450,05CL_3201,B97xKi14,1002.630466,1046.090483,147.9795594,63.01610408,19.06257145,837.2536742,864.4348905,113.7642176,44.61268631,15.01507334
451,05CL_3202,B97xKi14,982.9599967,1054.822704,152.2537098,53.16930521,18.34572716,826.6007196,880.8026701,112.8206192,39.8104086,15.60495654
452,05CL_3203,B97xKi14,1048.867534,1135.511745,159.4880413,68.03790501,19.85848865,889.242991,962.0089435,118.0086666,55.98512987,16.68906571
453,05CL_3204,B97xKi14,1074.614461,1118.948861,164.5030905,68.99887613,21.66583034,863.4039657,893.8831495,112.5759585,47.9400075,16.97613234
454,05CL_3205,B97xKi14,1118.518894,1168.261892,184.9120341,84.61388785,20.3973811,929.8178087,981.7994926,108.4852398,65.35939504,17.1047418
455,05CL_3206,B97xKi14,1128.167625,1168.857717,176.3790603,79.12688893,19.24713159,854.5804533,873.1475174,113.5249096,53.98452453,14.32354804
456,05CL_3207,B97xKi14,1081.131402,1128.26089,142.2629531,57.74652056,20.65942758,883.8457057,925.1577313,102.8121604,49.42430692,17.66725981
457,05CL_3208,B97xKi14,1155.263631,1248.426645,166.5043522,81.85737537,20.98038753,918.8020169,976.266365,117.190863,59.84904718,17.40855392
458,05CL_3209,B97xKi14,1141.39608,1265.30785,187.7671636,83.37851921,21.39433482,923.0033116,985.5394899,119.2955885,62.08400663,17.19051005
459,05CL_3210,B97xKi14,1120.510873,1245.358235,188.9029241,102.6063195,22.23044338,888.3211924,932.6259618,124.8264049,72.48214652,17.18633648
460,05CL_3211,B97xKi14,1157.009519,1300.218523,162.5347148,72.85844489,23.17709117,892.3586178,925.8276699,109.2051682,48.57536127,16.62072617
461,Kb002,B73xKi14,897.707929,924.6236932,202.3211415,82.51543287,20.77087202,884.4726031,912.2226904,135.6002374,64.19444282,17.79566425
462,Kb003,B73xKi14,927.7884191,974.3918029,214.1913063,105.9891046,22.02608547,903.6949234,947.1218214,143.2279455,77.6476538,18.60606403
463,Kb004,B73xKi14,859.1061731,875.0487719,204.7433176,84.14466534,20.40574982,894.4297542,915.3533609,136.8239209,59.82466628,17.57464612
464,Kb005,B73xKi14,920.1407453,983.019481,213.0527251,90.36311948,21.2895083,904.7998097,933.6210935,155.5025704,71.55286913,18.82708216
465,Kb006,B73xKi14,902.6406607,915.8948965,207.4210041,92.85474544,20.89381533,871.8426311,887.8749345,149.4628544,69.73702653,17.79566425
466,Kb007,B73xKi14,969.854807,1039.523121,220.6460251,104.9777254,22.95552559,912.8672647,952.2200483,140.1569642,73.3941778,19.04810028
467,Kb008,B73xKi14,936.5740922,957.49671,205.1348981,93.29992589,22.79623483,888.1854655,916.0918276,134.8618496,68.87464116,19.41646382
468,Kb010,B73xKi14,890.4338237,906.1690101,178.8683646,78.25726584,20.18887354,876.2968424,899.1494698,135.3617956,62.88784677,17.13260987
469,Kb011,B73xKi14,904.7827024,899.4220465,201.1474795,85.83894682,22.03808012,892.6827359,909.051171,136.5184288,64.20446776,18.3113732
470,Kb012,B73xKi14,890.5691019,930.3379818,189.3740456,74.59303398,22.18022349,881.9721928,925.9875539,132.4927363,56.90942825,18.75340945
471,Kb013,B73xKi14,874.7115782,874.8126353,179.6554787,78.21351716,21.13580686,857.3854671,871.4742946,129.7671105,54.64901268,16.80108269
472,Kb014,B73xKi14,863.4548613,894.3770363,203.4824343,91.06541475,21.5331059,876.4670193,910.0013065,142.4985788,67.86314017,17.72199154
473,Kb015,B73xKi14,884.1988082,927.9258871,181.0128482,81.61953148,21.14552269,862.2716688,881.5794778,140.6595851,62.67474693,18.37530309
474,Kb016,B73xKi14,882.9008252,926.8883836,151.5333735,63.41240192,21.15538577,883.9954134,905.2594336,124.8090943,59.47740884,17.27995529
475,Kb017,B73xKi14,884.8474087,901.7933109,202.1959617,85.78786213,21.07817323,891.482059,919.456296,135.7788804,62.19814817,17.94300966
476,Kb018,B73xKi14,924.7833665,975.5102268,208.5997666,90.41819121,22.45925725,912.2756021,955.6135037,134.1654119,64.39288656,18.27453685
477,Kb019,B73xKi14,883.0251704,947.2349287,198.1761377,81.5563631,20.26216185,883.3772575,982.4187506,135.3795096,62.58601816,16.61690092
478,Kb020,B73xKi14,906.4103187,940.8251961,186.9541756,80.01719468,21.44744251,900.5782925,927.3429058,138.5459998,70.92157399,19.49013653
479,Kb021,B73xKi14,908.4862372,942.2551551,193.5837049,82.30411655,23.04926258,893.6094761,914.9341,134.2440738,64.31323013,19.41646382
480,Kb022,B73xKi14,876.9430166,902.6230895,201.0180485,73.52085244,20.41898972,878.5065001,908.106363,127.9472475,45.62140559,16.83791904
481,Kb023,B73xKi14,868.0065745,882.1717732,177.4636664,62.84030645,18.96202249,875.6002749,883.270712,133.1235969,54.35312146,16.69057363
482,Kb026,B73xKi14,893.1426877,936.448967,197.4813544,88.61207875,21.7076483,871.6822367,893.4933577,143.9854335,67.76796266,18.38504591
483,Kb027,B73xKi14,910.2175539,968.1873831,211.9805493,86.37501792,21.56401652,893.3472452,935.7868079,147.394763,77.91892172,18.82708216
484,Kb028,B73xKi14,906.4010744,948.8989383,205.3780686,89.10995294,21.22162666,885.6091106,932.0533461,140.374619,67.17122955,18.53239132
485,Kb029,B73xKi14,902.2990495,940.8964769,210.030618,96.33262266,21.48336568,895.4621282,922.0866219,139.2606454,72.00088191,18.01668237
486,Kb030,B73xKi14,951.2232919,988.8910361,177.2746328,76.82108274,22.0132246,931.9152151,980.9245555,117.1325483,54.69137011,19.12177299
487,Kb031,B73xKi14,877.7980091,929.0985765,207.7161468,94.33845324,22.71688011,885.1456197,923.5594014,139.8545015,64.53429724,18.12719143
488,Kb032,B73xKi14,849.9029966,871.913582,201.6959224,79.78988586,19.36073379,891.7858466,928.4474878,130.738214,52.44569683,16.76424633
489,Kb033,B73xKi14,962.3498646,1047.153142,201.5211998,79.18954388,22.86269956,897.5714593,929.9002305,139.8043254,66.91793064,19.45330017
490,Kb034,B73xKi14,972.3925178,999.6102045,213.0824621,94.25977211,23.32761109,895.2277762,917.1956166,134.0964771,66.00855068,17.61148248
491,Kb035,B73xKi14,948.6921038,1014.170412,206.8938693,97.28319201,22.70552851,902.6442111,921.0460407,133.2758761,58.8564946,18.16402779
492,Kb036,B73xKi14,939.1956657,978.6354023,209.6396549,95.48210087,21.12244299,915.8191731,947.4658135,134.5663698,68.02426715,18.38504591
493,Kb037,B73xKi14,966.9999677,1042.880752,240.829197,110.4247381,22.30984974,890.7845682,916.7155742,160.4623441,75.72513566,18.86391851
494,Kb038,B73xKi14,911.3592594,953.9479385,198.0702899,99.37118163,21.0598852,898.8007273,922.9010711,132.7222139,66.03051491,18.16402779
495,Kb039,B73xKi14,872.3637566,898.6367397,176.4489022,67.38159271,19.55982625,919.9120861,949.8672411,115.777866,51.70152581,17.24311894
496,Kb040,B73xKi14,867.8105739,868.3026177,195.2777261,88.82401559,20.39454584,872.5434566,886.8228463,139.9859815,64.72876333,16.91159175
497,Kb041,B73xKi14,877.8327117,919.3496708,186.5102699,74.60355061,21.1129471,871.8314412,907.1807665,126.7489564,48.89932999,16.61690092
498,Kb042,B73xKi14,844.9181767,854.3808175,190.1270609,87.802071,20.54386453,873.670794,887.5885467,143.0655825,70.11430698,17.79566425
499,Kb044,B73xKi14,914.2775658,936.9285525,207.7694023,101.5418471,22.9539477,899.8715881,919.6631625,140.3445185,73.23611154,19.49013653
500,Kb045,B73xKi14,877.419327,914.9604675,197.2623718,79.19758805,20.68658047,894.4709036,915.7812592,142.4192583,70.3077774,18.01668237
501,Kb046,B73xKi14,897.8957172,952.2988512,198.3575881,93.79496104,21.17492202,888.3051203,911.8419465,134.8497868,69.77666342,17.94300966
502,Kb047,B73xKi14,893.7318592,913.9111442,198.904499,88.22325678,21.46684087,894.4899013,918.4096247,135.9723541,62.14709772,18.60606403
503,Kb048,B73xKi14,884.6885632,962.8481348,188.5301298,81.95415489,20.68784998,890.5657981,951.0018054,136.864268,61.98310145,18.09035508
504,Kb049,B73xKi14,906.5439706,943.4355507,223.5150089,97.40144928,21.95607576,876.4366816,905.6845693,140.1744194,64.0097194,17.20628258
505,Kb050,B73xKi14,924.2689215,949.3945832,221.1847501,91.59192477,22.93639233,882.8515437,903.4437109,140.0024828,66.86845061,18.38504591
506,Kb051,B73xKi14,872.6488786,891.0348632,207.7036199,78.61431566,21.08179526,858.6309443,875.007136,142.2164923,54.13555003,17.50097341
507,Kb052,B73xKi14,907.8074613,909.5160308,196.6251892,81.3239374,21.46966989,905.4047368,929.680339,133.7373796,63.53823372,18.75340945
508,Kb053,B73xKi14,923.7899624,972.3866,200.537044,85.66908481,22.81060119,871.7576881,885.4709282,137.1798644,56.27852992,18.3113732
509,Kb054,B73xKi14,908.0309577,937.1227823,215.6177005,99.40294624,22.47966525,887.6501204,915.9244477,152.6207422,79.69191117,19.04810028
510,Kb055,B73xKi14,891.5917951,931.5655443,200.8932233,89.93440111,21.88470314,887.5247223,906.557116,142.7042481,70.40872072,18.3113732
511,Kb059,B73xKi14,874.8208183,912.4679357,190.994023,81.22318227,19.77425867,892.6611057,920.5740193,129.9254237,59.00371457,16.98526446
512,Kb061,B73xKi14,965.7687467,989.1000036,205.9419632,94.9230232,22.49266792,899.740621,926.4007045,149.9973919,77.21972377,18.90075486
513,Kb062,B73xKi14,913.7459312,954.2893238,206.9524963,77.42601934,20.30445053,894.3476599,926.8405635,132.9763072,59.03015811,17.50097341
514,Kb063,B73xKi14,884.0868638,915.0501198,209.2581223,86.10874267,21.25898083,881.9616035,908.1043314,149.4055403,72.28106276,18.90075486
515,Kb064,B73xKi14,886.5681224,918.4034766,201.9445464,86.37096793,20.88286441,889.732263,924.0902472,148.8833028,71.24885357,18.05351872
516,Kb065,B73xKi14,898.1279656,964.9594581,190.7559588,82.55656383,21.5848971,905.2953673,943.8682282,143.4681458,72.57453742,19.04810028
517,Kb066,B73xKi14,883.7477713,958.9634134,192.6999738,76.7271884,21.39988098,887.2063817,923.3786907,144.7584256,68.96921048,18.60606403
518,Kb067,B73xKi14,890.5300078,915.2767765,197.1707275,88.9605066,22.98974886,888.5141067,899.3128944,129.7929113,64.8906693,19.15860934
519,Kb068,B73xKi14,1039.767781,1147.916205,196.5854334,92.43610833,22.85676349,908.5688289,939.3537299,115.4994237,60.77817586,19.23228205
520,Kb069,B73xKi14,887.0374033,918.9598276,216.1758377,104.5990021,20.28537896,890.4858131,927.7763103,148.3113712,70.47177536,18.3113732
521,Kb070,B73xKi14,877.6496917,925.7357909,199.4161368,73.1441027,19.14816266,879.5104405,916.719412,131.6305852,52.79331139,16.32221009
522,Kb071,B73xKi14,975.4798411,1037.41451,211.2189701,98.94472083,19.89993374,934.9401878,962.0426516,133.1739852,70.91160533,17.79566425
523,Kb072,B73xKi14,895.4590997,927.8758629,210.6778121,77.41317243,19.98574266,911.2857541,936.7722786,138.8062726,62.88663116,17.94300966
524,Kb073,B73xKi14,910.7338426,936.5996307,202.9782449,85.373505,21.19739092,905.720356,936.5037638,139.7453898,68.90274215,19.01126393
525,Kb074,B73xKi14,933.0242492,992.2684762,207.6920099,87.91842262,21.99415495,906.8560319,946.8120585,141.3589666,75.49728451,20.37420902
526,Kb075,B73xKi14,888.494192,924.1816848,211.1960899,99.13115488,20.33237801,905.2705351,933.3131201,154.877691,80.45930004,18.53239132
527,Kb076,B73xKi14,877.1552192,890.0867258,206.5143107,87.39247047,20.24485037,880.3838686,897.1603291,142.2165664,63.68082338,17.05893717
528,Kb077,B73xKi14,961.2068718,1015.146833,215.8856099,104.369397,22.41104296,902.0960913,919.581537,142.2233814,72.9379847,18.45871862
529,Kb078,B73xKi14,898.1378734,928.545874,175.4871663,65.81524502,20.51437074,882.4334038,931.395831,134.9078713,58.3062161,17.79566425
530,Kb079,B73xKi14,922.2253647,971.2309849,204.6082145,84.94491417,20.063717,895.3662347,940.5786553,137.64082,68.61207771,17.90617331
531,Kb081,B73xKi14,913.0371785,944.0869215,205.6264891,83.55083158,19.62855529,898.5646092,923.8132533,145.941802,71.85954781,18.23770049
532,Kb082,B73xKi14,893.4535214,942.2371579,202.6233925,85.80369823,21.25549611,880.5599306,907.6668031,138.2921074,59.20441343,17.75882789
533,Kb083,B73xKi14,841.9119818,852.1717578,187.9074358,69.14279469,18.70458723,864.7610459,884.4537747,134.5945843,53.28463795,16.4695555
534,Kb084,B73xKi14,848.1727425,911.3001564,196.1938303,73.26975008,20.75563525,861.7163985,892.8725102,145.4069377,65.455978,17.86933695
535,Kb085,B73xKi14,885.2898831,929.0289933,210.0616533,91.76959292,21.82015915,874.3204473,920.9116566,140.5475869,63.09519051,17.50097341
536,Kb086,B73xKi14,906.0217929,911.4985189,199.7433478,89.65069918,21.09982599,890.7576687,920.9544097,135.9558845,67.88315935,18.12719143
537,Kb087,B73xKi14,886.6559469,935.1591516,191.9333322,86.68695498,21.36491201,896.7860996,924.5951969,129.5611164,52.59679433,18.00230526
538,Kb088,B73xKi14,857.8714672,908.4182513,200.9819868,79.22547839,21.23601806,873.8442019,897.054613,147.2502323,68.78498482,17.75882789
539,Kb089,B73xKi14,842.4115084,878.9686513,197.8766091,82.05034903,19.43682541,872.5225761,911.5733243,142.3646932,64.12553068,17.13260987
540,Kb090,B73xKi14,898.9323118,960.9612836,207.4554593,90.01950601,21.72310455,878.2440612,905.9053473,139.1005856,65.27794506,17.13260987
541,Kb091,B73xKi14,904.7157261,950.2886216,204.6822062,91.63933801,21.64495548,899.7015886,919.3107223,134.6337137,65.11013243,18.82708216
542,Kb092,B73xKi14,906.7485985,918.1796042,221.4726395,91.13654511,21.62588123,899.0497138,932.6052168,146.5465474,71.03803447,18.75340945
543,Kb093,B73xKi14,909.5907709,931.2298424,215.6928441,99.48576312,23.07607039,910.6061588,926.4799259,134.6630484,72.19406834,18.60606403
544,Kb094,B73xKi14,868.6413382,916.6549079,194.3486198,82.94781132,20.64780433,872.3657276,900.5177015,141.8333551,57.45435727,17.94300966
545,Kb095,B73xKi14,895.4528783,912.5118911,192.7458466,81.31473232,21.14777274,899.982724,916.2464255,135.7967091,70.96980761,18.75340945
546,Kb096,B73xKi14,914.9228813,991.9735768,189.6237764,86.69152772,20.47612105,890.2275248,926.2919643,140.943436,68.78451192,17.79566425
547,Kb097,B73xKi14,936.116894,975.6236309,202.514284,93.09881473,20.26938373,887.8997405,904.2447912,147.7413146,73.83840006,17.64831883
548,Kb098,B73xKi14,906.6033887,923.2395931,198.8600463,88.82975489,20.73340883,868.3424909,884.609977,130.3601656,60.62723861,16.98526446
549,Kb099,B73xKi14,943.8238487,1016.945235,206.7962522,101.1071636,23.94898321,920.8818459,969.1088171,138.3071227,69.21945781,19.89533642
550,Kb100,B73xKi14,928.4938148,956.1226614,203.5714718,88.74670555,22.57293575,877.7299993,896.0366863,136.7806218,64.20732417,17.353628
551,Kb101,B73xKi14,934.2253,980.3260158,204.2313615,87.37287357,20.05190391,885.2784462,920.0241197,142.6751704,65.40680869,17.353628
552,Kb102,B73xKi14,876.1061612,915.6682451,188.0819247,89.56312298,20.75544241,872.0701763,908.3967709,141.750026,61.12896677,17.50097341
553,Kb103,B73xKi14,879.5549244,930.6746355,204.8819388,84.74090603,21.9538508,892.1099964,928.7389124,139.5569187,64.07435513,18.53239132
554,Kb104,B73xKi14,877.427386,908.7074373,212.2224346,88.67347771,20.44726651,885.3673997,908.9752792,139.7806754,57.09968068,17.13260987
555,Kb105,B73xKi14,870.2521405,900.8165068,195.2593562,80.87249929,20.97496387,882.8651991,907.8666952,136.4384492,54.39541639,18.23770049
556,Kb106,B73xKi14,901.0437405,940.9815701,206.2010133,78.92504021,22.65455647,906.3026393,933.6862149,137.6210006,65.37816084,18.97442757
557,Kb107,B73xKi14,919.2196388,942.8497369,216.2093429,96.06152295,22.74233801,891.9980053,913.2671896,140.9751446,64.23834224,19.04810028
558,Kb108,B73xKi14,1019.532797,1106.982871,209.4616511,90.12761959,20.68343368,921.4904829,966.3160272,130.73668,68.9935666,18.45871862
559,Kb109,B73xKi14,913.5058809,952.3315948,226.6511394,106.464376,21.34019885,885.6768724,909.1944977,152.6857739,90.67322744,19.71115465
560,Kb110,B73xKi14,901.4099316,932.9179724,228.8542255,101.5702453,22.3516051,899.8144363,930.3993113,147.4410977,72.13060861,19.60064559
561,Kb111,B73xKi14,982.1879838,1000.975504,225.5506508,114.4080492,24.48876051,904.5805077,928.0420256,143.6279053,78.62839448,18.53239132
562,Kb112,B73xKi14,874.1837353,904.9235778,198.8099838,83.42905816,20.8451421,879.7243396,894.0152033,130.1052379,55.07186312,18.01668237
563,Kb113,B73xKi14,910.1546544,952.4535344,188.4224809,83.45090893,20.95002094,910.7619693,934.3218445,121.5312634,59.21392784,18.38504591
564,Kb114,B73xKi14,940.0626483,983.7686858,204.005805,95.42650464,23.90609971,906.553929,937.0342096,146.0326619,88.59958298,19.56380924
565,Kb115,B73xKi14,915.9348355,1035.92187,206.2533045,95.51163125,22.89767088,896.6117039,944.318524,150.5070115,75.07519849,19.93217278
566,Kb116,B73xKi14,908.603628,1017.248035,212.8828082,105.3716265,21.66608812,894.740093,944.2792258,150.2858753,71.38952013,19.34279111
567,Kb117,B73xKi14,848.3899202,852.5398658,206.0017061,80.61715606,21.12331582,881.2250362,899.712483,139.782694,62.87694768,17.353628
568,Kb118,B73xKi14,924.0608369,969.2322234,207.2112521,95.34033187,22.10763534,899.2973212,920.1568715,152.6283032,86.5997013,19.08493663
569,Kb119,B73xKi14,985.2626748,1109.691469,210.9703791,108.1723577,22.76276992,897.64583,923.4112914,140.7046604,76.28683127,18.90075486
