id,progeny,family,Mons_DMY,Einbeck_DMY,Wadersloh_DMY,Roggenstein_DMY,Mons_DMC,Einbeck_DMC,Wadersloh_DMC,Roggenstein_DMC,Mons_PH,Einbeck_PH,Wadersloh_PH,Roggenstein_PH,Mons_DtTAS,Einbeck_DtTAS,Wadersloh_DtTAS,Roggenstein_DtTAS,Mons_DtSILK,Einbeck_DtSILK,Wadersloh_DtSILK,Roggenstein_DtSILK,Mons_NBPL,Einbeck_NBPL,Wadersloh_NBPL,Roggenstein_NBPL
157,CFD03-348,CFD03,178.5860842,206.4377542,156.9650616,191.5057029,43.15965453,31.47457112,34.39058196,35.17935665,240.9607258,290.2279948,269.0816285,318.3405971,83.27828043,79.45838025,74.28470958,78.4781407,83.04801558,79.5432184,75.49861472,79.16922172,75.29265876,88.89170641,69.54164681,73.08225266
158,CFD03-349,CFD03,173.7625747,NA,142.219885,NA,41.73774825,NA,30.53971526,NA,239.5341806,NA,307.8179422,NA,84.51288431,NA,73.64439263,NA,86.12658622,NA,80.85474241,NA,80.00615163,NA,71.72595093,NA
159,CFD03-351,CFD03,206.6568169,226.3377528,175.6684986,202.2320093,42.34962332,30.95915111,32.13238896,34.10198718,247.6249338,309.5137308,288.7398861,317.9207911,84.85282905,82.58302396,73.95803141,83.96549485,84.63442216,82.72352386,78.06762514,84.04586447,79.6196425,87.75592762,69.75308697,77.20004888
160,CFD03-353,CFD03,201.3241426,222.9622507,179.1684986,226.748894,40.15858361,29.59801423,30.83238896,33.47492117,265.3150172,310.4857272,308.7398861,338.567912,85.10433477,87.45498052,73.95803141,85.34361455,85.13425894,90.37975804,80.06762514,89.51540117,79.59879035,101.3202979,70.75308697,76.89679814
161,CFD03-354,CFD03,187.3616036,221.3377558,175.1376035,208.7347415,39.62973676,29.5011242,31.32105828,32.44464968,243.3984286,311.9133437,294.5241045,323.3292607,87.92432118,85.77480232,74.10728524,84.80541696,86.64037313,88.71746089,80.77344719,85.54673954,76.25682852,88.57695473,72.05136042,82.29340777
162,CFD03-355,CFD03,186.8201555,256.3622491,181.9523619,234.3507856,42.6917575,33.6044418,35.99859744,37.06559378,252.8492113,306.2371897,304.527184,325.0672121,83.3625836,84.17889383,74.25375699,83.94936503,83.58746177,83.33507562,77.07844312,85.76108649,79.9765426,91.75929461,70.12126675,89.03673724
163,CFD03-356,CFD03,181.0294218,218.8500019,167.7863776,223.2540555,40.16601677,29.75442252,31.1603896,34.5192385,261.1064852,308.3735678,310.6319925,348.7713235,85.35759379,84.00178057,73.97495903,86.02251412,85.35469501,84.89316651,79.49671561,85.20688187,77.97506693,95.30323892,72.63540976,91.21653161
164,CFD04-002,CFD04,170.33125,196.4500003,153.586848,195.8894919,44.48568221,31.02879909,36.65741681,37.72867283,236.1957686,301.8337393,280.1456563,287.7191841,83.68871644,83.91043662,74.01957964,81.38798549,84.62733847,85.00188032,76.76671159,85.40237263,70.838473,89.54390337,70.45684765,84.21225826
165,CFD04-003,CFD04,178.1105161,200.7377555,143.6031541,225.3090555,45.83901196,31.94071211,36.16440631,36.76221963,237.3619221,300.6328717,272.3735967,308.5383317,81.12088835,81.95526724,73.5945602,79.27830661,79.32913446,80.94267531,72.49883227,82.92029076,80.29095634,92.12383462,68.52314707,81.97751345
166,CFD04-004,CFD04,NA,182.0622448,NA,178.5330342,NA,31.87017063,NA,34.21366265,NA,291.5336837,NA,324.6324209,NA,80.39976161,NA,83.68049275,NA,79.39546686,NA,80.38941224,NA,77.78838677,NA,76.11779128
167,CFD04-007,CFD04,188.3495344,204.6377502,167.2587184,191.2725197,43.15150402,30.95326044,35.13701625,32.95339415,244.9284432,296.4128342,291.3657517,313.5851818,82.78888192,81.31090349,73.97188718,82.88047717,83.15403027,81.4242765,78.06796397,85.73321028,79.07785606,90.53078461,74.94392259,77.86592657
168,CFD04-008,CFD04,176.3582398,209.9622378,159.6562116,199.6077842,44.61418607,33.21201004,39.94257288,38.82264719,249.2409688,310.1211547,304.2071271,330.0022049,83.04769908,82.15431894,73.91234285,82.86229713,83.03492329,82.21815924,77.65199731,84.24112427,75.93431798,80.48217587,70.3471413,74.82218957
169,CFD04-015,CFD04,180.5501686,199.4499991,138.0863776,177.6997524,45.68838718,29.58136325,35.1603896,34.52027626,233.5114112,295.4153131,260.6319925,296.0670136,79.893367,82.38999261,71.97495903,77.75328308,80.463757,81.44744188,72.49671561,81.79924511,80.28864878,96.86992014,72.63540976,83.63015154
170,CFD04-034,CFD04,183.6480751,198.5622399,164.4647843,206.2049273,45.1412433,32.00794136,37.62856685,36.30402217,230.3487208,297.0822731,271.8548382,318.1871123,82.86900704,79.99293063,74.02345447,82.42235735,81.44835864,80.23754076,77.51761913,81.61528057,74.9351587,87.98729231,77.41955423,86.4816723
171,CFD04-041,CFD04,169.8140584,213.3377517,149.1806064,187.1480843,44.03613527,33.73503937,36.97362045,36.16861564,234.2183503,300.7284777,278.7568852,302.5927982,80.58459604,78.51399886,74.00382872,79.48964998,81.44222888,78.59761261,74.92542049,81.99068195,79.93007761,90.87263696,72.08832549,77.22130337
172,CFD04-042,CFD04,170.5953447,198.9377555,157.023358,182.995813,41.48871897,30.44071211,35.81840292,35.92627306,271.6861237,300.6328717,283.257732,322.2080091,84.17648773,82.95526724,74.08783306,83.69470596,85.87989547,82.94267531,78.63438985,84.40779704,78.55162439,92.12383462,76.18414332,80.41285264
173,CFD04-045,CFD04,204.9288079,194.0000029,163.5444352,180.495813,42.40125052,30.84768704,33.49458537,33.72627306,224.9813466,290.3831058,273.4493152,302.2080091,85.78123692,82.41169459,73.79488452,77.69470596,86.25659525,83.01050728,78.65145224,81.40779704,80.05830618,93.36115969,66.39951069,80.41285264
174,CFD04-046,CFD04,197.7768238,233.8622407,169.7860833,195.7725498,42.83059008,30.83660611,31.29809426,33.44852179,239.235328,314.600342,289.376419,332.181759,87.38007312,86.39403421,74.06042526,84.13132677,87.21613569,87.49304301,80.27448557,89.68614772,79.03369313,86.12200389,NA,82.05459366
175,CFD04-047,CFD04,195.410051,202.6377616,143.9854049,NA,44.90275659,32.7704743,35.24212684,NA,245.0373437,308.6827104,291.7122978,NA,83.23026048,81.4846026,71.91853874,NA,81.91940387,82.56161478,72.48894672,NA,79.42165483,94.34634989,64.58455415,NA
176,CFD04-048,CFD04,174.4336509,215.2622469,151.7158817,189.2551691,45.32185621,31.09722073,35.68721176,37.60750702,228.2876415,290.3291422,274.3586411,298.9533592,80.3780139,80.30512224,73.94720981,80.52707796,81.46000174,81.40316203,75.96916169,79.94470867,79.86231641,92.90663621,62.58841469,82.36320314
177,CFD04-049,CFD04,205.9785575,193.4377533,139.2502,185.490694,44.63771478,32.76908472,34.38278976,37.32171724,243.3926806,297.8002458,305.1098044,309.3299345,83.32058063,80.6708405,73.50343018,80.09461143,83.70091123,79.66563269,78.85039003,84.08529532,78.77905098,82.91210886,64.57400528,76.12276546
178,CFD04-053,CFD04,179.4140584,203.6377548,158.0783703,200.7028011,42.03613527,30.97185731,34.28107681,34.65236751,232.2183503,290.971549,268.6755053,309.8199534,84.58459604,83.61394206,73.9933924,84.72723736,85.44222888,86.83110988,77.35637195,87.79655651,79.93007761,100.9730823,71.31746086,84.6448991
179,CFD04-054,CFD04,193.4378602,214.1499986,159.4022022,202.2568537,44.80863512,32.48823429,37.99514352,39.27448707,231.4424149,299.5398496,289.5886362,301.0649843,83.63455718,81.02102508,74.25907888,80.63326787,84.80226739,81.54091948,77.14771551,83.80781143,77.31515449,83.55486807,75.46740813,80.40062774
180,CFD04-057,CFD04,188.8349495,216.7500003,151.5887112,224.5455022,42.85028066,28.66985485,33.78059388,32.58801306,251.0938189,313.7820709,298.6620426,333.7178651,84.76130257,83.73259105,73.29098924,82.35614029,84.10259743,85.12843326,78.39420517,84.44615584,74.20350629,NA,80.5850434,81.47524022
181,CFD04-058,CFD04,202.1370569,219.1622387,151.8561598,225.7749615,43.90260167,31.49845309,32.71847848,33.53665519,244.3508343,290.6603141,292.8986186,308.1897719,84.80045173,84.12521766,73.65316773,84.2057279,86.87635359,85.24507831,81.06668233,88.13378024,79.91326532,94.09568291,70.48180833,83.88335134
182,CFD04-059,CFD04,172.5256813,212.037751,147.8652936,210.7823364,43.90277718,30.46008918,34.48045561,32.11686979,223.2147003,298.8004247,278.3883063,313.9148471,80.1148354,84.37652486,73.94878124,81.51934303,79.61060931,84.51049311,73.01940625,83.5238123,76.62409689,95.92023885,83.42716841,79.68161149
183,CFD04-060,CFD04,189.9438303,211.1377558,NA,217.6274693,47.03405597,32.0011242,NA,36.56524225,234.0075545,311.9133437,291.3657517,317.7689818,82.92153202,83.77480232,73.97188718,82.33434508,84.10511229,84.71746089,81.06796397,84.13955086,79.24238593,97.57695473,78.94392259,82.19325362
184,CFD04-061,CFD04,NA,189.6622458,158.4199307,206.9409434,NA,32.3125972,36.49650774,31.66066273,NA,302.2607962,271.2452413,320.4292088,NA,84.28302827,73.95981476,80.40803844,NA,85.35551408,78.03195294,84.62140186,NA,98.57626491,77.56383406,80.76195979
185,CFD04-063,CFD04,190.4485701,195.8499989,158.7826363,222.5879572,40.2268682,31.53842613,36.42144673,38.08163607,249.4899286,293.3422333,270.6986381,288.8647183,83.04493632,79.55031265,74.30208939,81.35432158,83.30733247,79.97459673,76.27882176,82.13653564,79.83617221,93.82307185,70.34849449,71.19425359
186,CFD04-073,CFD04,214.6949949,209.3622502,152.4678844,181.2885944,43.32169082,29.0947126,32.94237159,30.43429828,250.6751271,292.4777459,272.347922,311.3695109,83.72054708,83.39888086,73.51145095,80.81313211,83.85074663,83.35167993,73.48191243,91.29046529,79.15261373,95.37759035,73.56410597,82.16629364
187,CFD04-074,CFD04,185.8140584,222.1377515,166.646113,179.2956469,45.33613527,33.02269518,36.29949594,34.9045341,236.2183503,302.8906836,277.3882599,297.9118301,82.58459604,79.7770845,73.0008173,79.55155874,82.44222888,79.73290451,73.53941093,85.66378945,79.93007761,96.01435192,76.48845889,80.92253656
188,CFD04-075,CFD04,NA,227.2377488,148.5777231,NA,NA,30.23128248,33.22316887,NA,NA,312.2642886,280.2885132,NA,NA,86.59760448,74.26889355,NA,NA,86.64304009,75.54651395,NA,NA,91.36184804,69.07974032,NA
189,CFD04-076,CFD04,203.7288079,205.8622401,162.5948342,189.8645801,43.80125052,31.16768007,33.34832803,32.96680871,233.9813466,298.4753407,280.3780878,317.1234954,83.78123692,84.43181503,74.24723447,82.60589101,84.25659525,85.32944925,76.9922461,87.66150637,78.05830618,92.69766683,68.50058154,80.15176672
190,CFD04-079,CFD04,187.3363786,227.4377567,148.5206666,216.5427992,43.80337376,29.04961602,31.80541549,31.71002872,254.9137656,320.2560257,304.4583991,335.1022614,85.77501025,84.57640234,73.7528275,85.21640863,86.39025226,86.70191396,80.52079211,87.15044405,78.29343364,96.73707989,73.59264158,90.72946002
191,CFD04-080,CFD04,158.4803381,217.9622399,165.8474567,199.0484531,46.81128749,30.80794136,35.9362727,35.89638717,234.0786035,287.0822731,281.4795136,304.7529955,78.2009537,77.99293063,72.10519574,79.06884861,78.30941747,80.23754076,72.68234274,82.54107788,79.76287698,84.98729231,74.26290789,89.12762684
192,CFD04-082,CFD04,167.8759661,215.1377548,144.3202925,174.6496066,42.79015461,29.47185731,32.63212718,31.9090251,243.2573245,300.971549,NA,311.4539327,81.6473174,81.61394206,73.75588331,82.61656049,81.60340789,81.83110988,77.61697243,85.84993967,80.01906682,96.97308229,64.49437187,84.53585674
193,CFD04-084,CFD04,193.0204736,221.4622474,154.3754143,218.677901,44.60851603,32.15758117,35.51384981,34.17747468,257.2374071,301.6707275,305.6441295,332.2744348,85.4509309,82.51013069,74.5614502,83.61867533,85.02870923,83.51751238,77.71097404,83.20781773,80.03477114,97.08918233,74.39765061,89.39487117
194,CFD04-085,CFD04,195.2702239,215.9377535,146.6801902,206.3427992,45.48600333,30.99265011,35.69942625,36.61002872,232.2575618,282.1817369,264.0116475,300.1022614,81.81720874,79.34427445,73.10991178,82.21640863,80.73560043,78.58424475,73.46144478,82.15044405,79.08984437,97.65719835,80.47417765,89.72946002
195,CFD04-087,CFD04,215.218177,215.8499973,176.8509782,198.2749615,43.9443266,31.10663365,33.99078328,36.23665519,239.7430496,297.7838031,289.2625414,303.1897719,82.84976922,84.58292438,74.02019669,84.2057279,83.88325623,85.036169,79.57053621,86.13378024,79.19325118,91.6898601,76.40195347,80.88335134
196,CFD04-088,CFD04,186.7152006,199.8622442,139.4221492,210.762424,46.0887763,33.17536206,36.19629632,35.98357066,229.1701277,301.5873537,281.3333863,305.6898108,83.4092611,80.45954527,73.96097816,81.92694014,82.3544425,82.39172255,74.90199382,84.12530307,77.93724217,92.32355343,75.75471489,78.32747144
197,CFD04-092,CFD04,157.3480751,199.1499978,151.8701437,228.1048989,42.6412433,33.40571399,34.06558597,36.32107652,228.3487208,301.2469485,260.6036285,310.1366786,82.86900704,82.01299338,73.9135234,81.99246535,83.44835864,82.98669315,77.5714664,82.4752374,77.9351587,93.30896429,76.39383607,85.33155578
198,CFD04-093,CFD04,178.3953447,207.9377502,154.0502,208.0748074,44.58871897,31.05326044,34.28278976,34.1883876,245.7245956,306.4128342,290.1098044,316.8482959,84.9964745,81.31090349,73.50343018,86.05909152,86.04267929,82.4242765,78.85039003,89.03504719,77.75191511,91.53078461,73.57400528,87.84546442
199,CFD04-094,CFD04,179.0891502,192.1377533,138.4634854,199.5492133,45.71997318,32.86908472,36.90450075,35.53008821,235.3853549,297.8002458,278.0333177,313.9611363,82.76121913,79.6708405,73.7143857,81.65512268,83.75090443,79.66563269,76.0790114,85.00093749,79.06338403,88.91210886,74.63434933,86.60740636
200,CFD04-095,CFD04,201.4216725,206.0500048,160.403712,186.5956469,44.69393427,33.78064903,36.48520209,40.5045341,252.9035393,304.5215905,284.2568877,297.9118301,81.29678903,79.0556338,74.02979108,76.55155874,82.25933465,78.05939831,76.61672692,79.66378945,80.04281386,96.89859159,69.41316789,82.92253656
201,CFD04-096,CFD04,240.7175693,215.9499935,169.9839559,223.0200702,40.4853533,30.66120875,33.52226955,34.87227497,270.5814462,307.0918817,304.6752609,331.6363776,85.35919535,84.54549231,74.37836648,84.52031263,85.00955576,84.56324491,77.86093686,84.20813261,80.27659291,94.63292354,76.63424736,85.5712988
202,CFD04-098,CFD04,169.3752024,205.0622469,157.3015962,202.0921709,42.62693858,29.89722073,36.42349901,36.32974546,236.4320779,290.3291422,262.5767817,297.7672502,83.49704511,79.30512224,74.03208348,83.32620248,83.49454313,80.40316203,75.23864909,84.34094417,79.90354718,80.90663621,73.40555142,80.77513888
203,CFD04-099,CFD04,155.9616036,210.9999995,152.3847335,197.277901,45.82973676,31.55766434,38.76225067,39.57747468,234.3984286,297.9008585,271.0529635,307.2744348,78.92432118,78.46812636,74.03425081,77.61867533,80.64037313,80.00224539,76.29767042,80.20781773,80.25682852,93.85988218,72.56313557,79.39487117
204,CFD04-100,CFD04,186.3467366,217.1377543,147.9151773,217.2616729,43.5845105,31.07705755,34.43034469,35.95686555,241.1682814,312.2601747,304.6768444,336.1246136,84.41434106,82.76106148,74.02058022,81.23320128,84.89837025,82.64070802,76.23764236,84.05171454,75.1175598,79.28183384,NA,75.54547373
205,CFD04-101,CFD04,181.7487077,204.7377528,147.8965114,212.912881,47.51685276,33.05915111,47.20355082,37.85517795,238.0417527,299.5137308,275.91184,304.2597357,82.71794365,78.58302396,73.48908244,78.80237202,82.48050517,77.72352386,74.88452159,77.8779492,73.02402053,86.75592762,74.99297505,83.59096523
206,CFD04-102,CFD04,200.5039423,210.9622425,169.4706369,220.7174838,46.55634784,32.457235,36.17541446,34.31314861,246.9001687,302.5257784,309.5079158,316.3903923,83.84842346,82.41823736,74.17125896,82.33716546,83.45751248,83.3240231,77.34755896,82.23078892,79.53526214,91.51827942,71.57363127,84.85106825
207,CFD04-103,CFD04,208.2344564,216.762246,157.9488937,217.7786538,47.09645369,31.04589929,35.04308713,35.13611217,257.0253138,303.8922914,300.5227987,332.7505194,85.16009141,85.28701268,73.96799345,84.68233124,84.98353392,86.36163998,78.12153084,87.26210073,80.05486775,94.12365806,69.5964412,83.18139951
208,CFD04-104,CFD04,179.6598845,208.0622426,154.6224068,218.3369791,44.71574671,32.00256059,33.95304273,35.62293264,237.2834493,290.7258009,290.3343502,312.7136483,84.77538306,83.34128152,73.89868883,84.25476112,85.2802683,83.27970194,77.58305753,85.70545563,78.9737041,87.01531447,76.26122195,89.28309734
209,CFD04-106,CFD04,193.4772401,202.3377554,139.787208,214.8834127,48.29304533,32.49694758,36.59484344,38.42919662,222.8537705,308.191962,280.0475542,300.0986515,79.93157005,79.93721259,73.99482952,77.6523416,78.95779916,79.65938233,74.91800721,76.96386082,79.93353555,98.41755391,72.87665435,82.80404136
210,CFD04-107,CFD04,185.3228032,206.6999998,151.4799106,173.7293685,44.12906988,31.12405164,31.80555661,29.61808244,238.0448449,278.0759563,263.4545213,293.191502,83.2142577,84.14723817,74.06384037,85.93742563,83.32352257,82.56804045,79.7372213,85.59378708,78.93131462,93.08026194,79.09853042,79.71098712
211,CFD04-108,CFD04,195.9228032,196.2622496,139.7877276,213.6647078,42.72906988,28.39216999,32.25628583,33.76231784,250.0448449,309.4505463,284.9849518,321.8451935,83.2142577,82.24238028,73.91976232,83.55469572,83.32352257,83.15982962,79.76575598,85.30409195,77.93131462,87.33612542,72.47438968,83.55005648
212,CFD04-111,CFD04,177.8464576,210.8999987,162.3777742,163.5071602,46.19999721,31.66464409,38.68854738,32.99659069,234.1186468,280.6405831,279.0227618,305.8706967,82.62206984,79.78032701,73.84336087,80.44370875,81.63990191,79.86303254,74.04684449,82.7776714,76.03780698,93.31936556,78.71055732,81.19550913
213,CFD04-114,CFD04,202.3216725,203.3622504,157.1660766,197.7459013,49.89393427,30.6483895,37.27888343,35.21979857,244.9035393,303.7377951,300.7195642,311.370088,83.29678903,82.54702572,74.12052528,81.89214211,82.25933465,82.33458157,78.16899897,84.98354501,78.04281386,92.86774171,70.48040395,86.02197379
214,CFD04-116,CFD04,185.1050887,217.950003,154.4606056,225.5501586,41.92478894,32.17985961,34.81465467,34.97921162,256.1260759,306.9230647,295.3961631,337.5506122,83.35178205,83.36667623,74.06178797,84.59541632,84.08411631,83.95746365,74.89143514,86.28742395,80.42695375,95.25310636,71.33574617,80.58309432
215,CFD04-301,CFD04,174.1909253,206.8500051,164.7384891,221.6749615,41.58295872,29.56635704,33.82164499,34.43665519,237.0465483,303.3377395,287.8886028,328.1897719,82.16619679,79.89148656,74.05368889,78.2057279,81.8083508,80.40710718,74.74225468,80.13378024,80.12396283,97.93249859,74.24146369,85.88335134
216,CFD04-302,CFD04,158.4862121,181.4000021,130.5397933,187.9214487,44.81876141,31.76412939,36.26899298,35.48623491,213.896798,278.980443,250.3325601,288.8560953,81.4000579,79.07179897,72.04002511,78.97592322,80.65569032,78.48088375,72.11820967,77.93955243,80.02771042,93.37209083,70.9976036,84.4999732
217,CFD04-303,CFD04,182.9464576,206.1377499,162.0692537,223.980179,47.49999721,30.87845808,33.36729369,35.958256,238.1186468,298.8357749,288.0094135,298.4942067,82.62206984,82.51298551,73.92775618,84.07844556,82.63990191,82.61953674,77.34563901,82.49937439,80.03780698,95.21857071,75.04583307,84.87044331
218,CFD04-304,CFD04,151.2281226,193.4622389,151.7219707,201.9190579,44.98064055,31.77785109,37.37455829,34.08042384,218.3255638,279.6996746,271.087315,313.2076652,81.86810355,82.64763119,74.01974153,81.47486895,80.97696756,83.38571579,76.05751726,81.21197979,80.21056962,96.61075422,69.33787054,74.88867395
219,CFD04-305,CFD04,186.312319,196.6377557,158.325245,179.1456305,47.44928382,31.49720161,34.38329307,33.67252773,272.289629,288.8722513,274.0497902,295.8456357,83.32977998,81.5149022,74.00003846,78.29274183,81.00443353,82.69381199,76.18008997,81.41202898,78.014016,86.91543148,68.50099631,83.68271079
220,CFD04-306,CFD04,205.9283158,201.0377554,154.1232003,190.1057029,43.88674756,32.49694758,33.94927605,33.27935665,234.6672002,298.191962,288.4299202,313.3405971,83.45229589,82.93721259,74.11088425,78.4781407,84.69128272,81.65938233,78.87064471,82.16922172,76.56078916,92.41755391,70.09308855,80.08225266
221,CFD04-307,CFD04,157.4768238,213.8622503,164.5219707,186.2810702,46.43059008,34.84789233,37.17455829,35.8254756,234.235328,290.7323838,281.087315,311.4523196,83.38007312,83.42736713,74.01974153,78.30772116,84.21613569,82.30220601,74.05751726,81.16986081,75.03369313,83.76504516,77.33787054,81.99787858
222,CFD04-308,CFD04,189.4928226,198.6377499,148.2578999,198.1834267,44.96031854,31.81088688,38.08976415,34.64017802,234.7263857,289.5645273,279.6680269,298.2389044,82.92068342,81.75735889,73.97298487,78.02945225,82.6052778,82.66941517,75.87090216,86.3205809,79.04551726,88.96046974,70.55503432,86.56371359
223,CFD04-309,CFD04,195.9777416,199.6999929,156.6754143,203.5297517,44.35934402,32.67192745,33.21384981,31.93139499,235.0599349,300.4323514,275.6441295,321.5849993,83.06934463,82.10224489,74.5614502,82.27137404,83.18041984,82.53971283,76.71097404,85.82308201,80.16193308,100.7125399,73.39765061,92.68775591
224,CFD04-310,CFD04,203.1980339,211.0377604,161.4776081,185.4293685,43.55070331,29.79918752,32.90773942,30.51808244,245.0681675,301.9214484,301.3128514,318.191502,83.50464345,82.68834825,73.88604806,82.93742563,84.21818068,82.71364328,77.94008051,85.59378708,79.88131912,97.98671423,73.51070077,86.71098712
225,CFD04-311,CFD04,177.7852066,181.0622502,141.8544107,214.0034418,43.89681853,30.45046279,34.08836699,36.11108425,247.356659,297.9537655,299.4589706,318.5637119,83.77408959,82.40923067,73.95493388,79.44898398,84.79703465,84.33941482,81.25219098,82.64946039,78.94286414,86.19475865,75.5299875,84.53262155
226,CFD04-312,CFD04,172.0625747,198.9622491,139.1684986,183.2323678,46.33774825,32.54575807,36.33238896,38.23239532,242.5341806,290.5101859,258.7398861,304.2657457,80.51288431,77.24698684,73.95803141,78.9639777,80.12658622,78.3191006,77.06762514,81.17238267,80.00615163,92.98523949,72.75308697,81.1935924
227,CFD04-313,CFD04,193.1294218,214.737757,153.311363,221.2427992,41.96601677,29.07445689,35.05913637,37.01002872,241.1064852,300.3730381,280.6189154,315.1022614,83.35759379,84.44680079,74.00592092,85.21640863,83.35469501,84.56040917,78.93756303,85.15044405,77.97506693,96.30891131,73.04584098,89.72946002
228,CFD04-314,CFD04,186.3152006,197.1622473,144.2857992,203.4637509,46.7887763,30.05318855,36.97592648,36.06504145,231.1701277,290.9974984,271.9639518,308.8782633,83.4092611,82.6843734,74.24332639,84.04178357,85.3544425,83.37527203,75.43554229,87.00956381,78.93724217,93.71679488,76.01330166,88.47819581
229,CFD04-315,CFD04,198.2609543,197.0377545,154.7648502,230.4852509,45.86790452,31.982643,34.91732897,37.60779823,233.9210858,304.605084,297.9092726,347.8406701,82.65272342,82.70682381,74.07097107,80.54166835,81.86177752,82.55768186,76.30654138,80.79650516,77.92196703,91.22445014,71.10418336,94.12730474
230,CFD04-316,CFD04,191.5811289,215.7622378,156.5799919,235.3983181,41.86198013,30.21201004,35.49944199,36.37109942,246.6080612,300.1211547,308.3553746,326.0358803,84.60680386,84.15431894,73.73001438,83.21833687,84.9128283,84.21815924,74.58501922,82.74371108,77.01197459,85.48217587,67.62761583,78.87548448
231,CFD04-317,CFD04,208.7050887,214.6622437,154.4660766,213.2635798,45.52478894,29.27801418,34.27888343,35.10927901,243.1260759,300.5731204,280.7195642,322.3820407,83.35178205,83.28070556,74.12052528,81.72295011,83.08411631,82.41072118,74.16899897,81.57739527,78.42695375,91.3039147,69.48040395,79.23897747
232,CFD04-318,CFD04,138.6216725,177.5622474,NA,152.7728961,46.39393427,30.55758117,35.91465467,37.33578898,238.9035393,291.6707275,280.3961631,299.2884699,83.29678903,78.51013069,74.06178797,77.98320213,81.25933465,78.51751238,73.89143514,78.72958784,NA,NA,NA,NA
233,CFD04-319,CFD04,189.1175693,204.637753,143.7090426,229.0725197,40.8853533,30.20886739,34.36651405,38.15339415,248.5814462,301.7680961,286.8514795,333.5851818,82.35919535,81.68470523,74.01400694,79.88047717,82.00955576,81.69368437,75.13863858,82.73321028,70.27659291,80.60261411,61.57573777,72.86592657
234,CFD04-320,CFD04,187.19931,224.5622487,154.997583,211.4997524,43.37271692,29.24635903,35.28706487,34.92027626,251.0787555,300.8202696,283.908401,311.0670136,83.1755892,83.35031944,74.24555157,83.75328308,84.18402616,83.2745354,76.24654875,84.79924511,81.59025635,97.26904193,69.62783442,86.63015154
235,CFD04-321,CFD04,153.9144799,196.8500001,136.6367974,197.3921996,43.49360512,29.17280065,32.83467056,35.16940774,245.6820482,298.545401,291.1157077,307.7749013,83.66764152,82.40864491,73.92361107,80.42437201,83.71891484,82.98047151,76.28629993,83.21799475,71.72832604,83.25586119,60.38820654,71.72880212
236,CFD04-322,CFD04,200.1239513,205.9377598,161.9534427,203.3191706,44.67656197,29.01709522,33.37223443,34.34572651,243.4710864,308.8947202,290.6020673,324.1118291,85.35611101,86.45904784,73.96127088,83.68254578,85.58139907,88.63195475,77.84555038,85.60146875,78.49980545,90.52520489,81.59647794,75.88798277
237,CFD04-323,CFD04,210.4134503,210.9622466,156.8799919,202.7071602,43.38954115,31.26278574,35.39944199,32.69659069,246.9306703,303.4034528,288.3553746,325.8706967,82.20434786,84.52502033,73.73001438,83.44370875,81.84627144,85.51376226,76.58501922,82.7776714,78.80814497,86.91360444,73.62761583,81.19550913
238,CFD04-324,CFD04,181.9198653,207.7622506,139.4444352,190.8556445,42.66352281,30.95127004,35.99458537,30.97861059,228.5554424,295.8971914,268.4493152,295.702679,83.52369677,82.73072364,73.79488452,84.18983045,83.32495646,82.48595698,78.65145224,85.64304759,79.87618838,94.8812703,79.39951069,81.85900583
239,CFD04-325,CFD04,185.6891502,198.6377515,158.5729331,213.8455126,46.11997318,31.68045544,35.7816902,34.82815348,235.3853549,289.4636496,287.8854204,302.7772494,82.76121913,78.40044243,73.97162448,81.09292519,79.75090443,79.63510622,74.99084853,84.27425427,80.06338403,90.76740747,72.61578149,85.08843873
240,CFD04-326,CFD04,213.1447838,215.6622502,139.3885343,201.3937762,44.72517509,31.35046279,34.56399913,33.93939995,257.188002,287.9537655,280.9216196,332.6403703,83.9073265,83.40923067,74.08756129,83.97392262,84.90860097,83.33941482,76.92058624,86.61706975,80.1366824,97.19475865,64.25162813,83.52854592
241,CFD04-327,CFD04,181.3121652,215.750003,169.5751609,230.5194222,43.08512382,30.02254697,35.97987962,38.28930882,241.952136,NA,288.825483,316.1620516,85.4497704,85.47113467,74.28010628,81.62502139,85.69313274,86.998009,77.12105032,85.13873758,78.89749629,93.84023832,77.44123345,88.8307418
242,CFD04-328,CFD04,197.2288079,227.0622478,146.6295678,194.0720237,43.30125052,32.1191944,35.15411797,35.30316379,239.9813466,296.5169294,300.9162433,303.529501,83.78123692,84.47577872,74.0429092,80.76021976,84.25659525,85.366498,78.80538063,87.48662154,75.05830618,97.96787442,68.41230253,81.39852613
243,CFD04-330,CFD04,187.8285307,197.8377605,157.1822957,204.0820117,45.39523027,31.64054409,34.1920145,35.87687185,244.4736247,297.2249327,276.8116999,312.2683961,83.77183936,84.54059284,73.94316952,83.38548828,83.8070108,83.65438473,78.0392807,84.05912241,76.07330342,89.52887177,69.74452483,80.02548019
244,CFD04-331,CFD04,195.1275204,212.062255,155.2543639,220.3365541,47.12428824,29.93727299,35.02890954,36.48850145,243.1642677,294.3097902,288.3551883,311.7678103,81.07952588,81.92164595,74.07391327,81.43663148,81.81856357,83.1183137,75.62755169,83.97869397,79.14652273,99.76841763,NA,85.85770675
