id,progeny,family,Mons_DMY,Einbeck_DMY,Wadersloh_DMY,Roggenstein_DMY,Mons_DMC,Einbeck_DMC,Wadersloh_DMC,Roggenstein_DMC,Mons_PH,Einbeck_PH,Wadersloh_PH,Roggenstein_PH,Mons_DtTAS,Einbeck_DtTAS,Wadersloh_DtTAS,Roggenstein_DtTAS,Mons_DtSILK,Einbeck_DtSILK,Wadersloh_DtSILK,Roggenstein_DtSILK,Mons_NBPL,Einbeck_NBPL,Wadersloh_NBPL,Roggenstein_NBPL
1,CFD02-003,CFD02,182.3356309,NA,173.3684986,NA,37.61864851,NA,28.93238896,NA,256.7529962,NA,313.7398861,NA,88.50141942,NA,NA,NA,89.49863848,NA,84.06762514,NA,79.74241977,NA,69.75308697,NA
2,CFD02-006,CFD02,171.9547504,200.562237,159.2931583,243.2910771,38.32334935,28.30472917,33.96415476,34.38376793,229.1030187,297.0398159,280.3215875,312.5837357,86.62390858,85.5919179,73.96893264,84.45445048,86.95945791,86.33313755,78.06974543,85.04033025,78.84881466,84.60754454,72.67937944,76.33492864
3,CFD02-010,CFD02,207.5641192,236.5377535,159.3822957,228.1429705,37.65272738,28.14516876,30.7920145,32.11725306,249.7630675,310.9984546,306.8116999,331.1234398,89.81646127,86.75074417,73.94316952,89.15494109,90.20546311,86.73775644,80.0392807,87.0007416,78.95220583,91.87632325,68.74452483,86.81044976
4,CFD02-024,CFD02,185.0987659,218.937753,160.7206666,214.4434729,39.11166472,28.20886739,30.50541549,31.29524019,244.7368347,311.7680961,299.4583991,312.1358519,87.56785629,86.68470523,73.7528275,85.83884101,87.95433127,86.69368437,81.52079211,90.46023584,79.87933163,88.60261411,61.59264158,85.22861263
5,CFD02-027,CFD02,206.4614024,226.2499986,185.2390221,221.0189381,43.64898466,29.90319803,34.31334077,30.1567619,254.3567681,310.1187574,300.5070013,324.8217546,84.09361202,83.62990588,74.03318334,82.81466861,84.52082669,83.60875335,76.31156402,78.77242844,78.80747897,92.69345834,76.93682949,84.45231388
6,CFD02-036,CFD02,180.2830929,223.2377598,162.6781257,215.8622052,41.34856057,27.71709522,31.57069236,33.22084958,252.1009473,308.8947202,296.8053397,315.9962551,85.68738799,85.45904784,74.06918496,83.60342254,85.50251002,89.63195475,77.69904234,86.35488244,79.91665333,95.52520489,69.35317839,86.24243637
7,CFD02-038,CFD02,175.1865613,241.7500011,168.5975068,252.3637509,38.91519103,29.62328178,31.25546497,37.86504145,256.9398233,316.022594,321.3370417,338.8782633,87.1139263,86.77802619,74.25377505,87.04178357,87.47884559,89.88929392,81.61975858,87.00956381,80.94492944,87.3936285,68.5897359,87.47819581
8,CFD02-041,CFD02,160.3928593,207.5622417,144.9847335,182.1335612,41.08297527,29.81688353,33.66225067,31.82041507,239.397,288.6921391,286.0529635,314.898983,83.30896673,83.37908587,74.03425081,84.00975025,83.9118388,83.28359319,76.29767042,90.1221286,79.09725176,96.26799772,68.56313557,85.38366939
9,CFD02-047,CFD02,172.8275204,212.8622487,164.7652936,205.7025336,44.12428824,30.85391345,32.98045561,34.07918565,249.1642677,309.8634511,298.3883063,336.6905896,86.07952588,87.21177793,73.94878124,85.53701593,85.81856357,87.1943431,79.01940625,88.56491853,78.14652273,86.13005865,70.42716841,82.24766208
10,CFD02-048,CFD02,198.5863546,222.9377515,165.889482,218.7807551,38.7311024,26.72269518,29.88489304,30.8115994,242.4158288,312.8906836,319.2542341,322.4785038,88.78621539,86.7770845,78.99674762,88.31628382,89.70374642,88.73290451,84.24692448,85.37772735,79.98473258,89.01435192,67.66577279,87.39582633
11,CFD02-051,CFD02,161.3121652,212.7377555,148.3596774,211.7616729,45.28512382,30.72633182,34.38145019,34.45686555,224.952136,304.6072275,275.4053567,306.1246136,85.4497704,82.67537411,74.15096464,84.23320128,85.69313274,82.62012725,76.00085298,84.05171454,79.89749629,97.43065554,68.95208052,90.54547373
12,CFD02-053,CFD02,162.7378602,225.2000038,178.8252206,226.2810335,38.70863512,27.83798896,30.25354419,31.20834503,242.4424149,306.0146664,310.3357765,318.1812857,91.63455718,88.30786336,73.84101726,88.75851393,90.80226739,NA,78.37555508,84.13420378,73.31515449,97.3395196,70.36606335,87.35316498
13,CFD02-057,CFD02,197.9865613,202.3000022,166.1854423,202.6810335,41.51519103,28.47156445,31.30278604,32.60834503,244.9398233,306.4188873,300.6180466,338.1812857,86.1139263,86.02129302,73.83771818,84.75851393,86.47884559,88.49521734,80.23028314,84.13420378,80.94492944,93.25537516,73.43298276,87.35316498
14,CFD02-059,CFD02,179.0038253,220.2622441,172.6509782,193.7099286,39.0541365,29.82339353,32.19078328,34.46731437,252.9967321,308.9248122,279.2625414,304.9688899,90.19089785,87.26953988,74.02019669,87.50577298,90.16808183,87.32845713,77.57053621,90.9981933,79.59703382,91.76626826,68.40195347,86.99414765
15,CFD02-060,CFD02,163.4953447,236.4377525,169.4663113,187.3956469,42.98871897,29.53870494,30.28195177,32.9045341,250.6861237,312.7195425,306.7672469,317.9118301,87.17648773,86.69408077,74.00214379,87.55155874,86.87989547,85.76416644,79.20427212,89.66378945,82.55162439,97.91062158,69.08710022,84.92253656
16,CFD02-061,CFD02,198.8752024,251.7499981,169.7606056,248.0875834,38.42693858,28.30741826,29.21465467,32.0452227,261.4320779,321.9730072,330.3961631,331.9907868,87.49704511,87.16114555,74.06178797,87.73686641,87.49454313,88.61861823,81.89143514,85.89904815,74.90354718,94.38971402,70.33574617,86.64425591
17,CFD02-063,CFD02,175.9636829,206.8622417,149.020591,136.8997524,47.53695006,30.51688353,37.4057043,33.02027626,238.5611319,298.6921391,277.8568779,306.0670136,84.92951575,83.37908587,73.85122356,87.75328308,85.02378762,83.28359319,77.27475066,88.79924511,79.91736923,93.26799772,73.56664194,78.63015154
18,CFD02-069,CFD02,184.146029,221.9377488,165.8002184,229.412881,39.0944037,28.13128248,31.56851306,34.35517795,244.6841656,307.2642886,299.7296861,314.2597357,87.5993017,89.59760448,73.97464728,89.80237202,86.50629577,88.64304009,81.162945,90.8779492,80.08030589,97.36184804,73.48479004,79.59096523
19,CFD02-072,CFD02,180.0283158,220.4377598,169.2896852,218.0320093,37.68674756,26.81709522,30.30602319,31.80198718,247.6672002,308.8947202,303.2997717,332.9207911,86.45229589,86.45904784,73.93772218,86.96549485,87.69128272,90.63195475,81.64274679,89.04586447,76.56078916,92.52520489,71.55805437,80.20004888
20,CFD02-073,CFD02,208.7976387,241.9377545,167.5937873,236.4320093,38.06900439,28.39668766,34.70585296,34.00198718,262.1594003,310.7780378,NA,327.9207911,88.6080905,87.60399991,73.99455807,86.96549485,90.07048389,86.72650256,81.2178023,87.04586447,80.08600566,93.60602646,76.02579122,78.20004888
21,CFD02-074,CFD02,170.126657,214.0377537,178.1675693,222.7243585,36.33086735,28.14511466,31.81038604,33.56619052,248.7902987,322.3520474,303.2719817,334.9441281,88.28302035,86.58760553,76.95439098,81.71866287,89.67485951,89.61067664,81.85178117,84.35823402,75.54515954,89.19045238,69.82826124,76.83305584
22,CFD02-075,CFD02,181.6093085,208.5500002,151.7541434,206.9047127,38.63920501,27.92568352,30.17495281,34.90767335,231.588811,305.5669591,291.4754693,295.3410207,85.67339756,85.90228584,74.11399675,85.79084104,86.35149043,86.91333909,82.83306423,89.34663788,79.51980165,98.56730827,75.49159735,89.20376547
23,CFD02-076,CFD02,176.2411956,210.3622378,128.5157539,152.8321417,41.77687,30.61201004,35.08381872,32.90511635,250.2227877,290.1211547,279.7907074,301.7655055,83.90703419,83.15431894,74.32773269,84.69514201,83.09717934,86.21815924,78.3142337,85.16166763,69.94838776,83.48217587,55.01868111,70.08066555
24,CFD02-077,CFD02,205.4807199,252.8622466,172.9826363,247.9300526,42.4760076,28.54063851,32.92144673,31.89450257,242.4440157,318.5441972,305.6986381,331.8824905,85.76250736,85.35613834,74.30208939,86.41539768,85.95490569,86.40677092,76.27882176,84.84274656,80.03320073,87.87665007,74.34849449,82.07953437
25,CFD02-078,CFD02,174.4275204,249.9622427,169.7876037,212.1378425,37.42428824,28.35451001,30.23779867,27.95265621,250.1642677,309.3504217,305.9123876,334.3792347,87.07952588,85.45508874,74.19145266,86.6067277,87.81856357,86.35501195,84.11857342,87.5840707,75.14652273,85.11698798,62.38616141,81.02768378
26,CFD02-079,CFD02,NA,197.4377573,132.8887112,NA,NA,28.87218426,31.48059388,NA,NA,301.6321136,278.6620426,NA,NA,83.546513,73.29098924,NA,NA,86.66998039,78.39420517,NA,NA,NA,NA,NA
27,CFD02-081,CFD02,NA,243.1622466,162.9675735,205.0997524,NA,28.34063851,30.52074202,31.52027626,NA,308.5441972,290.1586352,321.0670136,NA,87.35613834,74.22752601,85.75328308,NA,87.40677092,80.448496,88.79924511,NA,84.87665007,59.82437939,69.63015154
28,CFD02-082,CFD02,169.7485701,215.9377499,165.9616301,209.4057029,38.4268682,25.57845808,29.89271551,30.77935665,259.4899286,308.8357749,304.9376556,338.3405971,87.04493632,86.51298551,74.11309662,87.4781407,88.30733247,89.61953674,80.27900361,88.16922172,79.83617221,90.21857071,67.4446112,83.08225266
29,CFD02-085,CFD02,157.1777416,209.5000018,159.4562808,201.8400258,40.05934402,30.08321288,34.29289857,32.71032347,229.0599349,304.1426611,280.3618726,320.1930602,86.06934463,85.11559292,74.07420298,85.17547483,85.18041984,87.16526613,79.23875423,84.71372707,80.16193308,96.01096558,65.56637057,85.91731425
30,CFD02-086,CFD02,199.9230916,220.3622469,182.197583,274.9540555,38.92221412,28.49722073,29.48706487,34.2192385,250.5913152,310.3291422,308.908401,343.7713235,88.64563478,85.30512224,74.24555157,90.02251412,90.88411822,86.40316203,80.24654875,87.20688187,79.62205569,95.90663621,77.62783442,85.21653161
31,CFD02-090,CFD02,167.9300131,214.3000002,144.6860833,230.4875834,39.59851463,28.83561123,30.19809426,31.3452227,232.751809,315.2586493,289.376419,336.9907868,89.84327461,85.52729005,NA,85.73686641,89.34447416,85.50036429,80.27448557,85.89904815,80.06138583,96.30259793,73.53190832,84.64425591
32,CFD02-091,CFD02,210.6949949,231.5622458,179.7650616,218.917337,38.82169082,28.9125972,30.99058196,30.62537198,252.6751271,312.2607962,319.0816285,345.384225,88.72054708,87.28302827,74.28470958,89.76872084,88.85074663,90.35551408,81.49861472,90.9785047,78.15261373,90.57626491,69.54164681,91.18089143
33,CFD02-092,CFD02,179.2170843,199.9499994,153.1217717,222.7095344,40.64500317,28.0900734,29.57583551,33.47110331,235.6497902,299.3691978,291.9023124,313.6862045,87.6492924,85.91217841,74.05637772,86.59331344,87.9731386,86.99606162,79.75515722,86.64684115,80.00314319,93.6682635,73.27632663,76.70481334
34,CFD02-095,CFD02,167.4552783,235.4622507,173.350444,213.6145605,37.59422021,28.49801423,29.55513277,29.71917935,247.2331567,300.4857272,290.8991675,319.6292578,88.55006809,85.45498052,73.97732007,88.84535436,88.73796459,83.37975804,79.73806342,89.19651609,80.13007495,96.32029795,68.89834154,85.67056933
35,CFD02-097,CFD02,NA,192.7999998,116.2877276,160.5496066,NA,27.81958971,29.85628583,28.9090251,231.4849278,306.8836031,299.9849518,311.4539327,NA,88.87925087,NA,89.61656049,NA,87.45730923,81.76575598,89.84993967,NA,NA,NA,68.53585674
36,CFD02-098,CFD02,143.0762292,233.4622493,173.0807851,223.8937762,39.32266558,28.86211053,32.18679068,33.73939995,239.9911087,312.1217326,299.4157274,322.6403703,85.77831533,85.42291935,73.66618115,83.97392262,86.41277083,85.40515334,82.86314583,90.61706975,69.07978976,93.81046895,67.41239065,85.52854592
37,CFD02-099,CFD02,184.5356309,245.1999995,173.0799919,200.2693108,35.61864851,27.3362321,30.09944199,30.15183683,268.7529962,328.0972305,318.3553746,340.7942266,88.50141942,89.63891054,73.73001438,85.65749841,93.49863848,90.07553172,79.58501922,90.29860694,74.74241977,88.36173396,69.62761583,78.6746445
38,CFD02-100,CFD02,198.4001924,240.9377499,168.3393193,198.7392166,38.60749369,29.51088688,31.92132512,30.30121559,247.6172265,309.5645273,301.5302725,327.0980358,88.5744196,87.75735889,73.96690202,90.70410529,89.56742539,86.66941517,78.24580236,85.86417172,79.17782766,87.96046974,73.93039885,82.2727869
39,CFD02-101,CFD02,192.1256227,231.0622406,170.7922354,230.5034418,39.9336714,29.25678004,31.73952339,31.91108425,257.8952197,309.9814892,301.4802243,323.5637119,86.97465731,85.68340942,73.97534784,87.44898398,86.72613375,87.51559274,78.85061195,85.64946039,75.51538008,91.64983679,69.79180625,85.53262155
40,CFD02-102,CFD02,195.3038253,236.8622429,155.1384891,230.855067,38.1541365,28.93858625,31.32164499,30.68500227,252.9967321,316.1977062,297.8886028,334.2505484,90.19089785,87.71051453,74.05368889,87.86563093,90.16808183,87.52435858,79.74225468,87.28953794,75.59703382,89.70551992,64.24146369,79.10162631
41,CFD02-103,CFD02,197.0241426,225.7622458,174.3420777,202.5189381,38.65858361,28.1125972,30.53364653,30.1567619,253.3150172,312.2607962,306.4352631,334.8217546,85.10433477,87.28302827,74.01648,88.81466861,85.13425894,87.35551408,81.1534342,87.77242844,79.59879035,90.57626491,68.06528127,86.45231388
42,CFD02-104,CFD02,171.1501686,209.8377567,159.865894,203.3725197,43.08838718,28.94961602,32.7265961,33.85339415,240.5114112,300.2560257,285.4918734,318.5851818,84.893367,83.57640234,74.13789083,82.88047717,86.463757,84.70191396,77.43761002,85.73321028,79.28864878,94.73707989,72.98607973,83.86592657
43,CFD02-105,CFD02,172.0124166,211.1377551,143.8721102,177.5894919,39.22180178,31.42068316,33.13280142,30.52867283,230.0011894,286.5763308,269.761274,302.7191841,84.13002245,84.6496779,74.10705833,87.38798549,83.25040766,85.60920053,80.58834858,88.40237263,79.99623886,88.8634757,72.10313636,74.21225826
44,CFD02-106,CFD02,201.2294218,204.9377571,157.5962773,204.6643735,40.86601677,29.9303367,29.77373816,32.65322828,253.1064852,306.556087,305.5089322,330.036168,84.35759379,88.68419919,73.93761787,87.02411594,85.35469501,86.80492869,80.79510782,84.18616385,80.97506693,87.92511941,70.46154028,81.02705709
45,CFD02-301,CFD02,187.551263,225.7377605,164.5777231,231.4556474,41.41976898,29.44054409,31.62316887,34.6501991,243.8095547,297.2249327,300.2885132,319.6773807,86.97839965,86.54059284,74.26889355,85.56769441,86.8150816,86.65438473,78.54651395,85.83860388,77.65163549,95.52887177,74.07974032,78.34354783
46,CFD02-302,CFD02,169.718177,213.4999986,164.1224068,221.0126969,40.0443266,28.82899885,31.15304273,34.53803805,256.7430496,301.6033607,290.3343502,324.0670832,86.84976922,87.11815747,73.89868883,88.56783721,86.88325623,86.02340001,79.58305753,86.21871521,80.19325118,95.76263432,73.26122195,82.79278618
47,CFD02-303,CFD02,171.3262905,197.6622429,165.2374952,211.0331928,40.03905037,27.83858625,31.08384412,30.88226945,228.2776498,306.1977062,281.9639529,NA,84.49974896,85.71051453,74.03164301,89.01202116,86.63506302,86.52435858,79.09722721,89.69917621,79.66410814,90.70551992,73.35832393,85.8746196
48,CFD02-304,CFD02,128.9616036,211.7500005,149.1887112,211.0771693,41.12973676,29.62509922,33.78059388,33.49055717,220.3984286,311.102617,298.6620426,326.448575,85.92432118,85.41360928,73.29098924,83.39938413,85.64037313,85.04035078,80.39420517,84.00040885,NA,79.58180915,63.5850434,75.33076073
49,CFD02-305,CFD02,148.5300131,222.9499984,149.1523619,190.8501586,40.99851463,27.89306561,34.69859744,33.57921162,241.751809,312.9026335,294.527184,327.5506122,84.84327461,82.97551177,74.25375699,81.59541632,85.34447416,83.08600708,77.07844312,80.28742395,72.06138583,72.74487628,62.12126675,64.58309432
50,CFD02-306,CFD02,181.0262905,207.9000005,157.7156568,212.2725021,41.53905037,31.98348036,33.9349041,34.68788978,233.2776498,302.2423387,294.1306401,327.2095203,84.49974896,85.00153707,74.0749286,86.13134462,87.63506302,85.55922064,82.23924326,86.35997046,79.66410814,99.41165654,71.37747557,84.98017028
51,CFD02-308,CFD02,151.5694164,209.0622503,156.9350825,237.8134796,38.08426416,29.14789233,33.30584193,32.95259631,231.50319,310.7323838,302.9120741,341.2670866,90.18597604,86.42736713,74.25595935,90.10824497,89.8372685,88.30220601,80.1101012,88.76157485,78.3172635,97.76504516,72.51216014,85.69154009
52,CFD02-309,CFD02,186.467263,228.4500039,171.1606636,205.1505396,39.90226944,28.57838435,32.12259222,34.79718523,237.5409953,311.796088,298.7172084,320.4406569,87.49306065,85.09923947,74.04388741,86.30836348,86.97490998,85.61557783,79.20100539,87.71704692,78.87133546,93.53794828,74.50610386,85.82761586
53,CFD02-311,CFD02,166.0467366,231.6377558,166.1610445,193.8827828,36.2845105,30.4011242,32.98050374,32.77528081,251.1682814,311.9133437,293.57213,327.0066658,88.41434106,86.77480232,73.99159731,85.61150769,91.89837025,89.71746089,80.07874519,85.28996085,78.1175598,85.57695473,68.37106422,71.4126747
54,CFD02-312,CFD02,167.712319,198.6377598,151.0191925,226.1547124,38.24928382,26.21709522,29.47144013,31.88829126,254.289629,308.8947202,294.8460783,337.8117999,86.32977998,85.45904784,73.88131878,87.20412636,86.00443353,86.63195475,82.566247,86.56682315,80.014016,96.52520489,75.14561317,86.8761654
55,CFD02-313,CFD02,142.0351579,211.8622494,163.2043171,183.1197363,NA,29.02620204,31.07529536,31.50251288,240.3583338,302.1420515,300.8715484,314.8516141,88.39837617,85.29673734,74.33872202,86.0486921,91.20707313,90.22865115,79.30478885,90.31279453,76.00019728,94.3820277,69.34697643,84.33772693
56,CFD02-314,CFD02,200.8487077,233.9377557,162.3013352,224.465681,40.41685276,28.09720161,28.58475358,30.70653218,249.0417527,308.8722513,309.8828283,340.67661,87.71794365,88.5149022,NA,86.10287884,87.48050517,86.69381199,82.23550597,88.37419371,80.02402053,94.91543148,74.0303341,82.73672237
57,CFD02-315,CFD02,165.4487077,228.8499983,169.1807851,187.5837127,36.91685276,28.99296667,32.28679068,35.10376587,253.0417527,309.0461922,309.4157274,331.0894858,88.71794365,86.10463116,73.66618115,84.84189518,88.48050517,87.63353286,80.86314583,89.14408758,79.02402053,89.99975757,74.41239065,90.54511245
58,CFD02-316,CFD02,170.6316743,218.6377555,168.2634854,161.9274693,40.66458259,29.22633182,31.80450075,32.36524225,250.498078,304.6072275,298.0333177,322.7689818,86.88271865,84.67537411,73.7143857,85.33434508,86.92177302,84.62012725,83.0790114,88.13955086,79.76359179,93.43065554,74.63434933,81.19325362
59,CFD02-317,CFD02,191.3096176,215.137751,157.8437157,196.3940733,38.83553216,26.66008918,29.55830365,28.13620853,250.3922941,318.8004247,307.4341025,330.9020884,87.54489594,89.37652486,74.32322879,89.64652344,88.17387971,90.51049311,83.32417322,91.61930921,79.88533779,92.92023885,69.46823052,81.94797916
60,CFD02-318,CFD02,206.7803381,209.8622338,152.1488937,214.3457711,39.41128749,29.35333279,31.34308713,31.66647707,260.0786035,306.3835176,290.5227987,NA,87.2009537,82.42014412,73.96799345,88.07355128,88.30941747,83.46085713,80.12153084,87.90004821,75.76287698,98.35373822,69.5964412,82.98321601
61,CFD02-319,CFD02,166.1202258,220.5377549,132.9323052,200.5545065,37.7819745,27.46586465,31.26424963,32.71985683,238.0685412,309.0616318,301.2612745,335.6810855,90.66957313,87.28337819,NA,88.63742512,90.1306535,86.37754174,81.68970728,90.72764494,79.51611215,89.16829423,59.54520502,73.71789992
62,CFD02-320,CFD02,203.4349495,211.6622399,181.2390221,NA,37.85028066,27.60794136,30.61334077,NA,259.0938189,307.0822731,310.5070013,NA,87.76130257,87.99293063,74.03318334,NA,88.10259743,90.23754076,81.31156402,NA,79.20350629,85.98729231,73.93682949,NA
63,CFD02-321,CFD02,180.5257953,225.1377557,152.8876037,217.8547124,41.55885251,27.89720161,29.93779867,32.98829126,261.8154402,308.8722513,330.9123876,332.8117999,86.82668731,86.5149022,74.19145266,87.20412636,87.10501587,89.69381199,82.11857342,89.56682315,78.88141954,91.91543148,71.38616141,83.8761654
64,CFD02-322,CFD02,186.8139731,NA,159.1847335,NA,38.69507855,NA,29.46225067,NA,267.5117552,NA,306.0529635,NA,88.85714103,NA,74.03425081,NA,90.29907278,NA,81.29767042,NA,80.84204775,NA,69.56313557,NA
65,CFD03-003,CFD03,189.7038253,215.9000035,154.5219707,196.7047127,44.2541365,33.08098663,36.37455829,38.80767335,253.9967321,312.6624506,311.087315,320.3410207,84.19089785,83.60668429,74.01974153,85.79084104,84.16808183,83.61370277,79.05751726,85.34663788,78.59703382,98.45015933,75.33787054,85.20376547
66,CFD03-004,CFD03,177.8785575,204.1377545,152.0654427,215.0768609,42.53771478,31.482643,32.94982324,39.95743029,250.3926806,304.605084,292.6682294,314.6248289,84.32058063,83.70682381,74.10468361,87.22614529,84.70091123,84.55768186,77.953904,84.11717401,71.77905098,95.22445014,76.00044856,92.99002994
67,CFD03-005,CFD03,186.7139731,222.8377502,158.8328664,250.5243585,41.99507855,29.55326044,31.08342978,38.96619052,254.5117552,306.4128342,306.5959809,344.9441281,84.85714103,86.31090349,NA,84.71866287,85.29907278,85.4242765,80.83182245,84.35823402,78.84204775,96.53078461,73.55090188,83.83305584
68,CFD03-006,CFD03,162.2198653,203.4622338,151.0799106,180.5932731,39.76352281,29.75333279,30.50555661,31.78214186,272.5554424,306.3835176,298.4545213,323.8509284,86.52369677,83.42014412,74.06384037,85.01481158,86.32495646,83.46085713,79.7372213,85.41434228,NA,79.35373822,60.09853042,65.26724661
69,CFD03-016,CFD03,199.0391403,225.4377555,167.0826363,239.9014417,42.97086277,30.14071211,32.82144673,38.17474619,252.703107,320.6328717,315.6986381,342.6006574,87.22381351,84.95526724,74.30208939,84.26222048,87.6899255,85.94267531,79.27882176,85.37277816,79.68371073,94.12383462,67.34849449,82.21654761
70,CFD03-017,CFD03,181.9862121,212.2499992,160.1374952,196.5365541,41.11876141,32.63948704,32.38384412,39.28850145,241.896798,307.0326423,306.9639529,321.7678103,86.4000579,82.79341105,74.03164301,84.43663148,86.65569032,80.90606672,77.09722721,83.97869397,80.02771042,88.21444057,68.35832393,78.85770675
71,CFD03-020,CFD03,181.3976387,NA,NA,206.2505396,37.36900439,NA,NA,31.89718523,240.1594003,NA,NA,305.4406569,85.6080905,NA,NA,86.30836348,87.07048389,NA,NA,87.71704692,78.08600566,NA,NA,80.82761586
72,CFD03-021,CFD03,202.2862121,213.0499995,152.9324209,228.7775567,44.21876141,32.1962959,32.55197839,41.05049463,247.896798,308.7713539,306.0368563,318.816624,84.4000579,84.09746942,74.10384733,79.51824098,85.65569032,84.54610837,77.50673507,83.13882396,80.02771042,89.57475376,72.35996966,85.27477897
73,CFD03-022,CFD03,202.2109976,221.6622503,160.2847335,197.6194222,42.49227915,29.94789233,34.26225067,33.48930882,260.4707451,310.7323838,296.0529635,316.1620516,85.62330955,85.42736713,74.03425081,84.62502139,87.05485183,85.30220601,77.29767042,89.13873758,79.04968635,92.76504516,66.56313557,85.8307418
74,CFD03-037,CFD03,213.0623708,216.1377499,172.3519895,193.481488,42.57947765,29.61088688,31.43132813,34.59785955,242.4403129,309.5645273,300.2220221,319.5177514,86.72725844,83.75735889,73.99509778,84.98866616,86.45376273,81.66941517,78.73293633,84.69300868,79.58764952,95.96046974,73.55207555,81.74253776
75,CFD03-038,CFD03,186.546029,211.7999951,141.8922354,218.1424744,42.1944037,30.99186357,32.63952339,36.48133622,240.6841656,301.4490905,301.4802243,327.9935487,84.5993017,84.00749894,73.97534784,85.11306967,83.50629577,82.48391875,77.85061195,85.73901466,75.08030589,89.84925906,64.79180625,80.63298073
76,CFD03-040,CFD03,196.6620472,225.0499993,157.0751609,197.5156037,43.12606194,31.02862296,31.47987962,33.53478244,266.2117362,310.1923984,303.825483,311.2575424,84.73512712,84.05383916,74.28010628,84.80895862,84.99863837,84.97197528,80.12105032,89.44084709,80.12684207,97.11475583,67.44123345,79.66630262
77,CFD03-041,CFD03,166.8480751,210.9622455,151.6948342,205.8450534,42.5412433,30.071844,30.24832803,36.8586128,230.3487208,302.4592147,280.3780878,312.9029193,86.86900704,85.37575826,74.24723447,85.77468813,86.44835864,85.37716577,77.9922461,84.91748703,73.9351587,95.72704684,76.50058154,79.79296154
78,CFD03-042,CFD03,219.410051,223.8377604,152.5264781,229.7678553,44.90275659,32.59918752,33.86859289,36.673837,263.0373437,311.9214484,315.2983002,332.0369558,84.23026048,83.68834825,73.75471047,83.03963268,83.91940387,84.71364328,79.42121668,88.72836456,80.42165483,92.98671423,73.44267661,84.38769249
79,CFD03-043,CFD03,193.7187173,196.7622437,145.7718462,179.4194222,39.72443805,31.07801418,33.33485338,35.08930882,262.5684443,300.5731204,297.1016754,306.1620516,85.44144606,82.28070556,74.13226227,81.62502139,85.16725611,82.41072118,79.00230331,85.13873758,78.07639065,86.3039147,67.69672718,79.8307418
80,CFD03-044,CFD03,180.6124166,220.3377606,157.7758603,203.0035144,40.22180178,30.32846406,31.25943856,33.81173637,243.0011894,308.5365941,287.0221244,321.479989,86.13002245,82.80403411,73.81404259,81.22426029,85.25040766,84.65328206,77.69040001,84.68715843,79.99623886,93.3798718,73.55166463,85.045798
81,CFD03-045,CFD03,189.3050887,220.2500028,174.903712,194.3409434,42.62478894,32.80167925,35.08520209,34.96066273,255.1260759,309.2496846,314.2568877,355.4292088,85.35178205,84.77360143,74.02979108,80.40803844,85.08411631,86.89689374,79.61672692,84.62140186,80.42695375,89.35521053,73.41316789,84.76195979
82,CFD03-046,CFD03,186.0152433,208.5622502,169.1098172,199.9444763,41.71326218,29.55046279,35.27863391,35.44469786,251.3338372,297.9537655,289.8964318,319.9602029,84.80301952,84.40923067,74.25604014,84.25663444,85.8615771,85.33941482,76.81770279,85.42294508,80.07248412,95.19475865,75.63428891,83.90321229
83,CFD03-047,CFD03,194.2533288,209.1622427,153.6595207,207.349626,44.84863388,31.85451001,33.94238148,36.71396524,244.0635278,289.3504217,295.1177471,318.4291075,83.89888677,80.45508874,73.95255344,81.56483215,82.62093069,80.35501195,77.15871941,82.91322205,72.88258508,93.11698798,66.51030036,81.14413614
84,CFD03-048,CFD03,202.8494073,230.6622502,179.2922354,205.5917254,42.93826982,31.45046279,32.63952339,34.28627219,250.6817504,297.9537655,306.4802243,338.4300613,85.6436403,83.40923067,73.97534784,84.26373982,85.33202245,83.33941482,77.85061195,85.13989712,78.61856076,93.19475865,69.79180625,81.15847328
85,CFD03-049,CFD03,156.5294218,178.9377496,146.5963971,175.5300077,41.76601677,30.59514904,31.83714311,35.36831735,242.1064852,297.5654501,280.2472059,305.7333146,82.35759379,82.73998977,73.03427164,81.60112465,82.35469501,81.71410861,74.41202554,85.28750741,64.97506693,70.65998839,60.09522137,68.69313232
86,CFD03-050,CFD03,189.7087624,222.0377544,156.4098172,193.1069048,39.28226117,28.90417498,29.97863391,29.41936071,254.2390658,311.0812246,289.8964318,330.3768513,85.48840852,86.47805382,74.25604014,85.84760777,86.47287265,86.60467903,76.81770279,87.96605187,80.31590017,88.90970864,69.63428891,80.64285305
87,CFD03-051,CFD03,196.0278724,224.2377499,162.3854049,222.2048989,41.24922832,29.81088688,30.34212684,33.02107652,243.4119669,309.5645273,291.7122978,315.1366786,84.96654483,82.75735889,73.91853874,81.99246535,84.00272574,82.66941517,79.48894672,85.4752374,77.68348335,93.96046974,71.58455415,83.33155578
88,CFD03-052,CFD03,170.5928226,187.737749,130.1175167,183.6392166,43.46031854,29.80949053,34.71021543,36.80121559,246.7263857,308.8471101,305.463314,327.0980358,82.92068342,82.93985357,73.99325703,83.70410529,80.6052778,80.81136035,78.26445485,82.86417172,74.04551726,79.84161883,57.99441907,80.2727869
