id,progeny,DFF2013,DM2013,HT2013,BIO2013,YLKGHA2013,HI2013,x100SDWT2013,DFF2014,DM2014,PHAVG2014,BIO2014,YLKGHA2014,x100SDWT2014,HI2014
1,ICCML10001,38.01958466,98.08338165,33.5317688,214.0715027,1388.749756,0.577543557,19.46380234,45.91618729,75.99999237,29.78617477,270.2099915,1305.061279,18.26441002,0.579149187
2,ICCML10002,49.1240387,90.02274323,32.8370285,230.1818695,1610.950073,0.629854798,19.19810295,47.13074493,86.99998474,33.93701172,450.3100586,2195.538086,19.39388275,0.586463392
3,ICCML10003,39.07181168,92.29561615,41.27191925,290.666748,2222.000244,0.686639369,28.00354767,51.10392761,83.00000763,34.66615677,251.237442,1012.84491,22.38714027,0.483875126
4,ICCML10004,51.38516617,96.87113953,38.51863098,335.2939758,2110.900146,0.575799048,23.58503723,50.15756607,87.00000763,39.27527618,271.3032532,802.178772,24.66495132,0.36019361
5,ICCML10005,35.1240387,89.02274323,37.8370285,374.7692871,2222,0.533579707,25.49910355,49.88936996,80.00000763,40.35336685,322.83255,1602.858887,21.58434486,0.594221652
6,ICCML10006,49.96735764,94.90145874,40.3728714,315.0000305,2455.310059,0.699542582,31.20611572,52.75527191,82,28.42653084,299.7890625,1176.862427,28.94977188,0.472567976
7,ICCML10007,35.07181168,89.29561615,32.93858337,199.3750763,1522.07019,0.685713291,23.18354797,46.91618729,81.99999237,32.78617477,375.2099915,1923.313843,25.09368896,0.614596605
8,ICCML10008,37.50502396,95.26475525,41.06940842,353.9089966,2299.769775,0.589311302,23.98142815,49.10392761,84.00000763,34.33282471,381.2374573,1913.067993,22.17527771,0.60188359
9,ICCML10009,49.01958466,96.08338165,41.19843674,274.2857666,1688.719727,0.547792971,28.83380127,50.91618729,80.99999237,33.78617477,400.2099915,1252.832153,24.42136383,0.37488988
10,ICCML10010,47.07181168,90.29561615,35.27191925,291.7778625,2255.330322,0.69430095,30.98354721,52.75527191,84,39.42653275,398.7890625,1747.634033,28.41752052,0.527449131
11,ICCML10011,52.50502396,102.2647552,36.06940842,252.9522705,1310.979858,0.470906317,22.29142761,54.07710648,93,36.99906921,429.7657166,1700.819336,20.27061462,0.474650443
12,ICCML10012,35.1240387,92.02274323,40.50369644,267.6522217,1833.150146,0.616389692,28.22810364,49.15756607,85.00000763,46.60860825,556.3032227,2479.424316,23.90709877,0.541529655
13,ICCML10013,51.1762619,96.23497772,37.37347031,357.0000305,2110.899658,0.528570592,20.09439278,49.91618729,82.99999237,33.78617477,350.2099915,969.2788696,18.71237755,0.331347048
14,ICCML10014,35.7507515,89.32593536,38.02490234,307.8095093,1877.589966,0.549069881,18.74757195,48.15756607,79.00000763,30.27527618,466.3032532,1869.001831,21.60804749,0.48739478
15,ICCML10015,47.96735764,93.90145874,31.3728714,327.1304626,2077.570068,0.569592714,20.94611549,49.96982956,91,34.88973999,450.5519409,2401.788574,20.26210213,0.637333989
16,ICCML10016,50.50502396,95.26475525,37.06940842,317.6469727,1855.369873,0.530156076,20.39142799,48.07710648,83,35.99906921,279.7657166,1165.700073,21.14513588,0.49959895
17,ICCML10017,33.96735764,88.90145874,25.03953934,247.2727509,1699.829956,0.616705239,18.26611519,48.15756607,79.00000763,32.94194412,296.3032532,1250.999146,18.73107529,0.510611773
18,ICCML10018,53.7507515,92.32593536,41.69157028,347.7272644,1788.709961,0.463035583,24.30757332,49.96982956,89,32.55640793,220.5519409,846.4110107,19.62972069,0.458464265
19,ICCML10019,45.96735764,94.90145874,42.03953552,266.0869751,1655.390015,0.557922602,19.74611664,49.96982956,85,30.8897419,390.5519409,1340.796387,20.0954361,0.409318566
20,ICCML10020,51.07181168,92.29561615,35.93858337,238.666748,1477.630249,0.555828571,21.20354843,49.88936996,85.00000763,33.68669891,396.83255,1760.712402,21.79323196,0.529896319
21,ICCML10021,50.1240387,90.02274323,35.17036057,251.2941589,2022.020142,0.724168897,18.69810295,48.15756607,83.00000763,41.27527618,466.3032532,1982.872925,19.23129654,0.51647985
22,ICCML10022,46.07181168,90.29561615,36.27191925,249.666748,1777.60022,0.63942045,21.27354813,49.96982956,84,37.55640793,400.5519409,2298.246826,21.84664726,0.686350644
23,ICCML10023,46.7507515,92.32593536,34.69157028,263.2941284,1688.719971,0.577330172,21.73757172,49.10392761,85.00000763,34.66615677,451.2374573,2052.012451,22.63624573,0.544937372
24,ICCML10024,45.7507515,92.32593536,41.69157028,224.4705811,711.0400391,0.285144359,20.43757248,47.13074493,82.99998474,34.93701172,300.3100586,1451.919067,22.10207939,0.581752241
25,ICCML10025,41.1240387,90.02274323,40.8370285,309.1304932,1822.040161,0.530438364,20.32810402,46.91618729,78.99999237,37.4528389,255.2099915,951.0361328,21.59440994,0.446615398
26,ICCML10026,44.1240387,88.02274323,36.17036057,178.0714722,1044.340088,0.52779603,15.91810417,53.75527191,85,37.09319687,419.7890625,1935.05896,15.51902866,0.554729819
27,ICCML10027,48.07181168,91.29561615,37.60525131,390.8334351,3655.190186,0.840357006,23.11354828,47.07710648,79,32.66573715,329.7657166,1313.890747,19.54894257,0.477782935
28,ICCML10028,47.96735764,94.90145874,41.03953552,206.6667023,1199.880005,0.520535886,17.79611588,50.88936996,85.00000763,34.35336685,146.83255,537.7017822,17.28656578,0.439954817
29,ICCML10029,51.1762619,97.23497772,38.37347031,291.8571777,1777.599731,0.544571102,17.79439354,47.91618729,80.99999237,34.11950684,250.2099915,1085.065918,22.39064026,0.519929945
30,ICCML10030,49.50502396,98.26475525,41.40274429,294.2499084,1577.619873,0.4869982,28.70142746,49.15756607,85.00000763,42.94194412,456.3032532,1798.696655,22.62708664,0.479424834
31,ICCML10031,52.38516617,94.87113953,40.51863098,265.4116211,1333.200073,0.46126008,24.075037,52.75527191,86,42.42653275,469.7890625,2288.91748,23.5295372,0.586272895
32,ICCML10032,51.1762619,95.23497772,36.04013824,205.0714569,1666.499756,0.727810144,20.34439278,49.10392761,83.00000763,40.66615677,311.2374573,1546.9646,21.07723045,0.596579671
33,ICCML10033,47.01958466,99.08338165,41.86510468,234.666748,1488.739746,0.564649045,27.64380264,47.13074493,86.99998474,40.93701172,420.3100586,1963.880981,26.16499519,0.562085629
34,ICCML10034,40.01958466,90.08338165,32.5317688,179.6923828,1266.539795,0.628044128,22.74380302,49.88936996,80.00000763,35.35336685,301.83255,1060.825684,21.65155411,0.419282407
35,ICCML10035,49.96735764,93.90145874,40.3728714,135.3846436,744.3700562,0.492841601,25.65611649,49.75527191,85,39.09319687,349.7890625,1416.683105,27.29241562,0.487548918
36,ICCML10036,46.1240387,90.02274323,33.17036057,193.8750458,1444.300171,0.670453131,19.46810341,49.96982956,81,27.55640793,220.5519409,1144.708252,20.57876968,0.62123698
37,ICCML10037,40.07181168,89.29561615,33.27191925,215.0000763,1533.180298,0.640426457,21.86354828,47.91618729,87.99999237,38.4528389,535.2099609,2902.671875,23.12642288,0.650216997
38,ICCML10038,33.96735764,87.90145874,36.03953552,125.5384979,611.0500488,0.436067969,23.82611656,49.07710648,85,43.33240509,429.7657166,2000.032837,23.64157486,0.558185279
39,ICCML10039,47.01958466,91.08338165,34.86510468,266.0870056,1933.139771,0.647547841,20.49380302,48.13074493,82.99998474,33.60367966,310.3100586,1414.35083,19.25887489,0.548461974
40,ICCML10040,44.50502396,96.26475525,35.40274429,204.8419952,877.6898804,0.390078247,29.68142891,48.75527191,84,33.75986481,319.7890625,1337.464844,26.45892906,0.50338459
41,ICCML10041,48.96735764,89.90145874,29.70620537,268.0000305,1666.5,0.557656765,23.86611557,47.07710648,79,28.66573715,294.7657166,1205.93396,21.82212257,0.490558982
42,ICCML10042,52.50502396,101.2647552,36.73607635,351.5293274,2133.119873,0.550600052,21.46142769,52.15756607,92.00000763,37.94194412,481.3032532,1894.741577,22.33895302,0.479001492
43,ICCML10043,49.07181168,90.29561615,36.60525131,163.9286499,1144.3302,0.626888394,16.90354729,48.91618729,78.99999237,33.11950684,335.2099915,999.0169678,16.18776131,0.356889904
44,ICCML10044,40.1240387,90.02274323,38.17036057,146.5714722,1111.000122,0.682179213,26.82810402,49.10392761,83.00000763,33.99948883,461.2374573,861.3222046,24.83439636,0.222297728
45,ICCML10045,50.1762619,102.2349777,37.37347031,259.0588684,1866.479736,0.644859016,28.4943924,53.75527191,92,35.75986481,349.7890625,1493.985474,28.60178566,0.514063179
46,ICCML10046,49.1762619,96.23497772,39.04013824,151.6667023,1166.549805,0.68866539,24.23439407,54.07710648,85,36.33240509,299.7657166,1339.797119,25.61221123,0.535946548
47,ICCML10047,47.07181168,96.29561615,39.93858337,250.7143555,1633.170288,0.584890783,19.29354858,53.75527191,92,31.09319878,399.7890625,1495.901367,20.70892906,0.45058462
48,ICCML10048,46.1240387,89.02274323,36.50369644,228.7273254,1244.320068,0.489584118,23.88810349,50.10392761,84.00000763,35.33282471,351.2374573,1439.507568,21.37467194,0.491257966
49,ICCML10049,52.38516617,97.87113953,37.1852951,259.3682556,1366.530151,0.483361304,31.04503632,52.13074493,91.99998474,37.60367966,400.3100586,1691.489868,31.87094307,0.508402288
50,ICCML10050,49.38516617,92.87113953,41.51863098,324.9998474,2044.240112,0.57528621,26.28503609,52.15756607,82.00000763,39.27527618,526.3032227,1983.539307,26.2246418,0.459294826
51,ICCML10051,38.50502396,96.26475525,37.73607635,384.8180847,2477.529785,0.58390981,21.37142754,49.75527191,82,35.09319687,419.7890625,1842.429443,22.25285339,0.528253675
52,ICCML10052,36.7507515,96.32593536,49.35823441,374.0869446,2077.570068,0.499912828,28.2675724,46.88936996,83.00000763,46.35336685,306.83255,1653.338623,30.59198952,0.645536482
53,ICCML10053,47.96735764,89.90145874,37.70620346,273.0000305,1955.359985,0.642643929,20.64611626,51.15756607,82.00000763,36.27527618,456.3032532,1977.208496,19.40178299,0.526011765
54,ICCML10054,49.1240387,92.02274323,40.8370285,265.3334045,1655.390137,0.561475754,21.96810341,49.75527191,83,39.75986481,339.7890625,1492.65271,21.8176899,0.528663993
55,ICCML10055,47.96735764,89.90145874,34.03953552,269.6470947,1522.069946,0.506026804,19.85611534,50.15756607,82.00000763,30.60861015,326.3032532,1356.207031,20.51336288,0.503375411
56,ICCML10056,49.1240387,99.02274323,44.8370285,340.8462219,1977.580078,0.522147715,23.3581028,48.88936996,85.00000763,38.02003479,251.83255,855.7412109,21.27253151,0.405702412
57,ICCML10057,51.38516617,96.87113953,34.1852951,283.6840515,1766.490112,0.569614768,18.075037,47.15756607,78.00000763,30.60861015,286.3032532,1234.672363,17.31223488,0.521115243
58,ICCML10058,49.50502396,98.26475525,33.73607635,297.5999146,1910.919922,0.582372308,17.78142738,49.96982956,85,31.55640793,230.5519409,980.3574219,18.33160591,0.508296251
59,ICCML10059,34.96735764,87.90145874,36.3728714,230.8695984,1299.869995,0.504734933,32.38611603,49.10392761,80.00000763,34.99948883,211.237442,954.5349121,28.08182144,0.543181837
60,ICCML10060,48.96735764,93.90145874,37.03953552,284.4210815,1988.689941,0.627303898,19.91611671,51.10392761,83.00000763,32.99948883,271.2374573,1134.879395,22.44216156,0.502107739
61,ICCML10061,42.50502396,96.26475525,36.73607635,293.9443665,1788.709839,0.552137852,22.10142899,49.96982956,88,30.55640793,270.5519409,990.4367065,20.05099106,0.436971009
62,ICCML10062,37.1240387,90.02274323,31.17036438,290.125061,1999.800171,0.620340228,21.09810448,50.07710648,83,27.33240318,309.7657166,1285.06897,19.3101635,0.497458398
63,ICCML10063,48.96735764,92.90145874,37.70620346,331.0435181,1833.150024,0.496379197,24.46611595,52.13074493,88.99998474,32.93701172,255.3100433,676.1461792,23.10642052,0.319066018
64,ICCML10064,39.1240387,92.02274323,35.17036057,266.750061,1833.150146,0.618474662,17.88810349,48.15756607,82.00000763,36.94194412,376.3032532,1925.645874,16.93409157,0.618353903
65,ICCML10065,41.96735764,89.90145874,33.03953552,284.8695984,1633.170044,0.513980925,29.91611671,52.88936996,90.00000763,42.02003479,561.8325806,2383.546387,31.92030334,0.505746663
66,ICCML10066,49.7507515,97.32593536,41.35823441,248.0869598,1910.920044,0.693334341,24.93757248,50.07710648,86,37.33240509,279.7657166,742.4526978,25.15201187,0.318134665
67,ICCML10067,49.50502396,105.2647552,37.73607635,480.7998962,2533.079834,0.478625,19.56142807,53.15756607,93.00000763,33.94194412,376.3032532,1388.94397,20.00798607,0.448801279
68,ICCML10068,50.38516617,95.87113953,38.85196304,231.4284058,1633.170166,0.644317567,23.325037,48.10392761,82.00000763,31.33282089,271.2374573,1013.511292,22.24055672,0.448144734
69,ICCML10069,39.01958466,90.08338165,31.19843864,213.3334045,1577.619751,0.659251273,20.4138031,49.96982956,81,33.22307587,240.5519409,986.1884155,19.83965683,0.489892304
70,ICCML10070,47.01958466,91.08338165,39.19843674,218.2500763,1422.079712,0.580109715,19.44380188,49.75527191,86,34.09319687,239.7890472,920.1318359,20.54523849,0.461884618
71,ICCML10071,49.7507515,93.32593536,37.02490234,284.0869446,1710.939941,0.542116582,19.37757301,49.15756607,83.00000763,31.60861015,366.3032532,1237.004761,23.14576721,0.411363155
72,ICCML10072,53.1762619,98.23497772,38.04013824,275.166687,1910.9198,0.621433377,17.47439384,52.91618729,89.99999237,41.78617477,400.2099915,1904.071533,17.01895714,0.570339918
73,ICCML10083,50.1240387,104.0227432,46.50369644,340.434845,2166.449951,0.572714925,24.66810417,50.91618729,84.99999237,38.11950684,355.2099915,1708.98291,24.77788162,0.576805413
74,ICCML10084,47.1240387,99.02274323,40.8370285,287.444519,1444.300171,0.452179283,20.1781044,51.07710648,88,42.33240509,469.7657166,2258.845947,19.25176239,0.576770663
75,ICCML10085,36.1240387,90.02274323,42.50369644,324.000061,2433.090088,0.675843894,31.25810432,48.10392761,88.00000763,37.99948883,236.237442,899.8900757,25.55488205,0.457217246
76,ICCML10086,53.1240387,99.02274323,39.50369644,196.714325,1166.550171,0.533687055,18.61810303,52.07710648,87,34.33240509,284.7657166,1108.139771,19.89075089,0.466585159
77,ICCML10087,37.7507515,89.32593536,31.35823631,367.8181763,2310.879883,0.56552583,22.38757324,49.75527191,83,35.75986481,369.7890625,1787.951172,23.11762238,0.581742704
78,ICCML10088,51.50502396,95.26475525,31.40274239,218.1051636,1044.339844,0.43539992,17.72142792,50.88936996,90.00000763,36.02003479,296.83255,1698.987061,17.1058445,0.686172247
79,ICCML10089,54.7507515,100.3259354,43.02490234,205.3333282,1688.719971,0.740288794,24.8375721,54.15756607,91.00000763,33.94194412,336.3032532,1012.594543,22.53405571,0.367541194
80,ICCML10090,47.96735764,94.90145874,39.3728714,373.2272949,2155.340088,0.517745793,30.0561161,53.13074493,95.99998474,36.93701172,360.3100586,1662.751465,26.20879936,0.555224478
81,ICCML10091,54.1240387,101.0227432,44.17036057,233.4545898,1799.820068,0.693843246,24.73810387,53.96982956,92,35.88973999,430.5519409,2098.410156,20.78472137,0.582437813
82,ICCML10092,50.7507515,92.32593536,42.02490234,169.0909119,1155.439941,0.6150828,18.81757355,49.10392761,85.00000763,33.33282471,291.2374573,1439.174316,18.23373795,0.593273759
83,ICCML10093,53.1762619,96.23497772,44.37347031,265.3750305,1799.819702,0.606814563,22.83439255,50.07710648,89,38.33240509,479.7657166,2063.507324,21.30741692,0.515896559
84,ICCML10094,48.07181168,93.29561615,31.27191544,259.5000916,1844.260254,0.638257682,18.87354851,48.13074493,92.99998474,39.93701172,725.3100586,3367.902344,10.57249641,0.558421254
85,ICCML10095,48.7507515,98.32593536,39.35823441,292.5,1966.469971,0.605157256,18.42757225,48.75527191,84,32.09319687,329.7890625,1165.950073,19.02648926,0.425786138
86,ICCML10096,51.38516617,95.87113953,37.85196304,269.9998474,1833.150146,0.62024349,21.13503647,49.96982956,83,28.22307396,320.5519409,1627.515015,20.6720829,0.607163131
87,ICCML10097,35.1762619,102.2349777,41.70680237,383.2727661,2710.839844,0.632980049,30.90439224,52.13074493,83.99998474,42.2703476,400.3100586,1918.232544,30.98018837,0.576452255
88,ICCML10098,44.01958466,91.08338165,42.53177261,220.2353668,1488.739746,0.602066457,28.6638031,49.91618729,78.99999237,30.45284271,300.2099915,1071.071533,22.84762192,0.427489907
89,ICCML10099,37.50502396,97.26475525,36.73607635,419.9999084,899.9098511,0.197272509,24.17142868,50.91618729,84.99999237,39.4528389,470.2099915,1625.016479,23.06036949,0.413953722
90,ICCML10100,44.50502396,97.26475525,35.06940842,271.2380066,1699.829834,0.568495393,20.61142731,51.10392761,84.00000763,34.33282471,281.2374573,1219.345703,19.47292137,0.520300865
91,ICCML10101,51.7507515,93.32593536,43.35823441,317.6000061,1822.040039,0.516401827,16.29757309,51.96982956,82,38.88973999,300.5519409,1682.74292,17.75564003,0.669967294
92,ICCML10102,42.07181168,90.29561615,27.93858337,216.6429291,1599.84021,0.66325438,18.79354858,46.88936996,78.00000763,33.35336685,321.83255,1785.952271,19.14588356,0.664782405
93,ICCML10103,49.07181168,98.29561615,36.93858337,328.6316833,2110.900146,0.576721013,18.59354782,53.07710648,86,30.33240318,279.7657166,1139.210693,22.86210442,0.488241792
94,ICCML10104,52.7507515,96.32593536,42.02490234,266.7368469,1633.170044,0.55113399,19.5175724,52.15756607,90.00000763,39.94194412,336.3032532,1215.096802,18.30195427,0.439041197
95,ICCML10105,54.38516617,103.8711395,38.85196304,194.1174774,889.2445679,0.421459675,21.40503693,54.15756607,95.00000763,40.27527618,506.3032532,1757.379883,18.86304474,0.423678458
96,ICCML10106,41.07181168,96.29561615,48.60525131,290.5715332,1888.700195,0.583620071,35.51354599,47.13074493,78.99998474,40.93701172,260.3100586,1099.810059,34.40106583,0.508559942
97,ICCML10107,39.38516617,90.87113953,42.1852951,335.3331909,2577.520264,0.700981319,25.70503616,48.13074493,83.99998474,38.2703476,300.3100586,1399.106934,25.07677269,0.560618937
98,ICCML10108,47.7507515,94.32593536,38.69157028,343.5,2244.219971,0.588093102,24.52757263,48.91618729,78.99999237,35.78617477,400.2099915,1106.224121,19.78020096,0.330889881
99,ICCML10109,54.1240387,99.02274323,35.17036057,217.7778168,1666.500122,0.688693523,16.77810287,47.13074493,84.99998474,30.93701553,230.3100433,1165.950195,17.06066322,0.609317482
100,ICCML10110,43.38516617,91.87113953,31.18529701,254.1174774,1599.840088,0.575799048,18.05503654,46.13074493,77.99998474,28.60368156,270.3100586,1289.983887,18.54840851,0.574307799
101,ICCML10111,49.38516617,90.87113953,43.51863098,185.785553,1244.320068,0.611977458,18.76503563,50.07710648,88,34.33240509,494.7657166,2286.751465,19.47290993,0.554399073
102,ICCML10112,49.7507515,90.32593536,48.35823441,271.2857056,1655.390015,0.549265444,21.20757294,47.75527191,80,34.42653275,279.7890625,1282.819946,22.1039505,0.55163461
103,ICCML10113,50.1240387,99.02274323,40.8370285,306.6667175,1777.600098,0.521657109,17.59810448,50.07710648,86,38.66573715,424.7657166,1801.445679,19.64291,0.508660257
104,ICCML10114,52.50502396,97.26475525,34.73607635,174.9998932,1333.199829,0.690129638,19.20142746,49.91618729,85.99999237,38.78617477,460.2099915,1811.691772,20.57712746,0.471694231
105,ICCML10115,47.01958466,90.08338165,42.53177261,294.736908,1933.139771,0.583983421,24.0938015,50.07710648,80,36.66573715,254.7657166,851.5757446,22.96292877,0.400715202
106,ICCML10116,50.50502396,97.26475525,39.40274429,300.833252,1844.259888,0.556215882,16.53142738,53.75527191,86,37.09319687,569.7890625,2244.185303,16.39170265,0.474283755
107,ICCML10117,48.96735764,98.90145874,39.70620346,289.4375305,1522.069946,0.471287131,21.99611664,47.75527191,87,32.42653275,339.7890625,1070.738159,20.7379837,0.379693449
108,ICCML10118,52.1240387,95.02274323,41.50369644,199.333374,1255.430176,0.566807628,27.51810265,47.91618729,82.99999237,36.11950684,340.2099915,1011.095459,26.94717026,0.355889887
109,ICCML10119,47.7507515,99.32593536,35.35823441,316.6666565,1777.599976,0.505292177,16.88757324,50.07710648,89,34.66573715,334.7657166,1419.098633,17.10363579,0.508350492
110,ICCML10120,45.1762619,89.23497772,34.04013824,249.1667023,1466.519775,0.526123583,15.83439255,51.10392761,83.00000763,29.66615486,261.2374573,988.1881104,16.6079483,0.453784347
111,ICCML10121,53.1762619,96.23497772,36.04013824,244.5000305,1644.279785,0.601674676,27.12439346,50.07710648,84,31.99907112,269.7657166,1559.292603,26.67539406,0.693109512
112,ICCML10122,51.01958466,107.0833817,37.86510468,132.7059631,944.3496704,0.634140491,25.0938015,52.75527191,89,34.42653275,174.7890472,669.6487427,19.03151894,0.461006045
113,ICCML10123,52.38516617,100.8711395,43.85196304,250.7141113,1699.830078,0.619388819,29.70503616,51.07710648,85,37.66573715,239.7657166,954.2012939,29.55741692,0.477104902
114,ICCML10124,52.1762619,99.23497772,39.04013824,306.7727661,1577.619751,0.459241092,20.73439407,51.13074493,85.99998474,35.93701172,440.3100586,2215.530029,20.79715157,0.605229557
115,ICCML10125,50.07181168,93.29561615,47.27191925,361.6364441,2110.900146,0.523955643,36.14354706,53.13074493,95.99998474,47.93701172,640.3100586,2691.423096,33.48658752,0.505596042
116,ICCML10126,52.50502396,100.2647552,38.06940842,331.5788574,1155.439819,0.31806615,24.93142891,54.13074493,94.99998474,34.93701172,375.3100586,1402.105713,23.44961548,0.449605644
117,ICCML10127,49.38516617,96.87113953,29.18529892,199.285553,1133.220093,0.520960331,22.51503563,51.10392761,85.00000763,32.99948883,281.2374573,1069.322388,21.03294754,0.455979407
118,ICCML10128,54.07181168,102.2956161,34.60525131,255.666748,966.5703125,0.338852793,24.95354843,54.96982956,92,32.88973999,220.5519409,991.5195923,22.87701416,0.537646055
119,ICCML10129,52.07181168,98.29561615,41.60525131,331.916748,2555.300293,0.691510975,31.64354706,51.88936996,85.00000763,36.68669891,356.83255,1680.411133,30.01720238,0.563035905
120,ICCML10130,51.07181168,92.29561615,39.60525131,206.666748,966.5703125,0.4195337,20.52354813,49.96982956,88,32.55640793,320.5519409,1676.245483,20.41632271,0.625444353
121,ICCML10131,51.7507515,96.32593536,40.02490234,236.8333282,1366.530029,0.519381583,26.46757317,48.91618729,84.99999237,36.78617477,390.2099915,2001.282593,24.56097794,0.61491555
122,ICCML10132,47.50502396,93.26475525,31.06940651,207.5293121,1177.659912,0.51518631,23.86142731,49.96982956,82,30.8897419,300.5519409,1486.821289,23.78876877,0.591567278
123,ICCML10133,51.7507515,93.32593536,37.35823441,313.7272644,1444.300049,0.41440171,18.88757324,49.96982956,84,29.55640793,280.5519409,1481.98999,18.92662811,0.631993473
124,ICCML10135,54.38516617,101.8711395,41.1852951,411.0907593,2710.840332,0.60267508,21.88503647,50.91618729,86.99999237,32.4528389,350.2099915,783.9363403,18.68370819,0.267775595
125,ICCML10136,47.01958466,90.08338165,40.53177261,175.0000763,1322.089722,0.673626304,29.2738018,51.88936996,88.00000763,44.35336685,461.83255,1375.866333,28.05913353,0.353847623
126,ICCML10137,45.96735764,89.90145874,32.03953934,199.3333588,1266.540039,0.569861591,18.6261158,49.07710648,82,36.66573715,319.7657166,1484.57251,17.48655128,0.556750715
127,ICCML10138,53.1762619,98.23497772,40.70680237,305.3571777,2166.449707,0.634954154,27.73439407,49.96982956,87,30.55640793,300.5519409,843.4121704,21.54978371,0.334100634
128,ICCML10139,62.96735764,102.9014587,39.3728714,345.9130859,1777.599976,0.460499227,17.96611595,53.91618729,94.99999237,32.4528389,300.2099915,904.8046875,17.22390366,0.36095655
129,ICCML10140,46.01958466,90.08338165,34.53177261,243.6923828,1699.829712,0.621467233,18.39380264,50.13074493,83.99998474,32.93701172,380.3100586,2105.574219,19.95565033,0.66593647
130,ICCML10141,46.96735764,97.90145874,42.70620346,345.0000305,2533.080078,0.658824801,17.0561161,51.07710648,83,32.66573715,269.7657166,1121.634399,26.99199677,0.498516947
131,ICCML10142,50.1762619,92.23497772,35.37347031,323.791687,1644.279785,0.453441739,23.64439392,50.07710648,83,28.33240318,269.7657166,907.8032227,24.85089493,0.40344286
132,ICCML10143,40.1762619,90.23497772,39.04013824,177.692337,1144.329712,0.57601136,27.55439377,53.10392761,85.00000763,34.33282471,331.2374573,1421.764648,26.1278019,0.514727235
133,ICCML10144,40.1240387,90.02274323,36.50369644,274.447113,1306.536133,0.428415924,33.00810623,49.96982956,83,39.88973999,370.5519409,1941.55603,33.16357803,0.626546562
134,ICCML10145,55.01958466,106.0833817,35.86510468,291.0476685,1166.549805,0.354391992,19.97380257,56.13074493,95.99998474,37.60367966,410.3100586,1372.617554,19.38904381,0.402654737
135,ICCML10146,46.96735764,90.90145874,38.3728714,320.8695984,1455.410034,0.406220824,23.59611702,47.88936996,83.00000763,32.68669891,276.83255,860.9890747,22.90335083,0.37063697
136,ICCML10147,49.1762619,95.23497772,40.37347031,300.0000305,1799.819702,0.536357701,33.11439133,53.96982956,89,31.8897419,300.5519409,944.954895,29.55281258,0.374733955
137,ICCML10148,54.7507515,93.32593536,35.69157028,296,2621.959961,0.797326326,20.20757294,52.07710648,84,32.99906921,199.7657166,853.7415161,20.60515594,0.512263179
138,ICCML10149,44.01958466,96.08338165,37.86510468,285.9091492,2022.019775,0.63019228,16.86380196,52.13074493,82.99998474,35.2703476,370.3100586,1919.482056,15.5846777,0.62353605
139,ICCML10150,39.1762619,90.23497772,35.04013824,182.8571777,1055.449707,0.515888929,21.36439323,52.91618729,87.99999237,34.4528389,395.2099915,1995.45166,22.43392372,0.605345607
140,ICCML10151,53.01958466,96.08338165,38.53177261,262.6667175,1777.599731,0.602763355,20.2738018,49.07710648,87,29.66573715,269.7657166,1480.823975,20.40378571,0.658220589
141,ICCML10152,52.1240387,99.02274323,41.17036057,405.000061,2466.419922,0.548066139,19.13810349,49.91618729,84.99999237,31.45284081,460.2099915,2242.685791,20.21540642,0.584172547
142,ICCML10153,51.07181168,94.29561615,32.93858337,259.0910034,2010.910278,0.697162449,23.2635479,50.88936996,90.00000763,27.35336876,341.83255,1612.854858,24.77655411,0.564252973
143,ICCML10154,47.07181168,96.29561615,45.60525131,212.1429291,1244.32019,0.526512086,29.16354752,49.96982956,85,36.55640793,320.5519409,974.0266113,23.65200043,0.362006873
144,ICCML10155,53.01958466,98.08338165,46.53177261,272.000061,1166.549805,0.379655719,36.13380051,50.07710648,84,40.66573715,499.7657166,2317.239258,38.29133606,0.556173205
145,ICCML10156,45.96735764,94.90145874,38.3728714,262.5000305,1666.5,0.56938386,19.88611603,48.07710648,82,40.33240509,354.7657166,1543.465576,21.55741692,0.521756887
146,ICCML10157,48.96735764,90.90145874,36.70620346,261.5789795,1622.060059,0.556104183,30.1261158,47.75527191,82,31.09319878,419.7890625,2083.66626,17.74955559,0.597206056
147,ICCML10158,46.50502396,98.26475525,38.40274429,228.2498932,1510.959839,0.600253224,22.22142792,48.88936996,82.00000763,35.02003479,221.83255,1057.493774,23.01444244,0.571827829
148,ICCML10159,39.1762619,93.23497772,33.37347031,187.0000305,955.4597778,0.456250757,25.04439354,48.07710648,81,31.66573715,329.7657166,1343.962036,21.39214516,0.488722324
149,ICCML10160,62.50502396,103.2647552,40.73607635,298.285614,1144.329834,0.349721879,26.10142899,57.75527191,98,47.42653275,509.7890625,1642.676025,20.46578979,0.388301283
150,ICCML10161,55.07181168,99.29561615,39.27191925,225.166748,1566.510254,0.624768794,18.02354813,48.88936996,83.00000763,28.68670273,241.83255,1095.145386,19.98550034,0.542574048
151,ICCML10162,49.1762619,92.23497772,32.70680237,256.5000305,1399.859741,0.487585783,18.75439262,53.10392761,89.00000763,32.99948883,371.2374573,1599.360229,18.95965576,0.516434073
152,ICCML10163,47.7507515,94.32593536,41.69157028,324,1666.5,0.462992013,26.85757256,51.75527191,82,40.75986481,439.7890625,2297.247314,26.20892906,0.6284073
153,ICCML10164,46.07181168,94.29561615,37.27191925,246.8572235,1577.620239,0.573797464,25.21354866,53.96982956,85,33.22307587,310.5519409,1234.672241,26.07321358,0.474729657
